Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,I_inner_membrane,S_inner_membrane,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b2241,P0A9C0,glpA,Anaerobic glycerol-3-phosphate dehydrogenase subunit A,REP-b2241_7_506_2rgo,b2241_7_506_2rgo-A_clean,SWISS-MODEL,58957.58900000012,5.160074644548202e-08,,87.0,Cytosol,iJL1678,x,,
b2242,P13033,glpB,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,,,,45356.710000000094,3.67729457427573e-08,,62.0,Cytosol,iJL1678,,,
b2243,P0A996,glpC,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,,,,44107.56719999998,6.524232309198877e-09,,11.0,Cytosol,iJL1678,,,
b2244,P37014,yfaD,Inactive recombination-promoting nuclease-like protein RpnE,,,,34922.42970000005,,,,Cytosol,EchoLOCATION predicted,,,
b2245,P76469,rhmA,2-keto-3-deoxy-L-rhamnonate aldolase,REP-2vws,2vws-A_clean,Protein Data Bank,28915.67219999999,,,,Cytosol,Arbitrary assignment,,,
b2246,P76470,rhmT,Inner membrane transport protein RhmT,,,,46293.15950000005,,,,Cytosol,Arbitrary assignment,,,
b2247,P77215,rhmD,L-rhamnonate dehydratase,REP-2i5q,2i5q-A_clean,Protein Data Bank,44225.99230000005,,,,Cytosol,Arbitrary assignment,,,
b2248,P77732,rhmR,Uncharacterized HTH-type transcriptional regulator RhmR,REP-b2248_79_252_1ysq,b2248_79_252_1ysq-A_clean,SWISS-MODEL,28903.846200000025,,,,Cytosol,Arbitrary assignment,,,
b2249,P77808,yfaY,NMN amidohydrolase-like protein YfaY,REP-b2249_1_371_4ct8,b2249_1_371_4ct8-A_clean,SWISS-MODEL,44225.141000000105,5.7531866726571904e-08,,97.0,Cytosol,EchoLOCATION predicted,x,,
b2250,P76471,yfaZ,Outer membrane protein YfaZ,REP-b2250_22_180_3nb3,b2250_22_180_3nb3-A_clean,SWISS-MODEL,18609.46809999999,,,,Outer_Membrane,EchoLOCATION predicted,,,
b2251,P52006,nudI,Nucleoside triphosphatase NudI,REP-b2251_1_141_3n77,b2251_1_141_3n77-A_clean,SWISS-MODEL,16370.531199999994,,,,Cytosol,iJL1678,,,
b2252,P45565,ais,Lipopolysaccharide core heptose(II)-phosphate phosphatase,REP-b2252_53_194_1ebb,b2252_53_194_1ebb-A_clean,SWISS-MODEL,22256.293900000008,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2253,P77690,arnB,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,REP-1mdz,1mdz-A_clean,Protein Data Bank,41649.356500000074,1.1862240562179776e-09,,2.0,Cytosol,iJL1678,x,,
b2254,P77757,arnC,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,REP-b2254_6_200_4d11,b2254_6_200_4d11-A_clean,SWISS-MODEL,36338.723500000044,,,,Inner_Membrane,iJL1678,,,
b2255,P77398,arnA,Bifunctional polymyxin resistance protein ArnA,REP-4wkg,4wkg-A_clean,Protein Data Bank,74287.98030000034,2.9655601405449437e-09,,5.0,Cytosol,iJL1678,x,,
b2256,P76472,arnD,Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,REP-b2256_3_266_4f9d,b2256_3_266_4f9d-A_clean,SWISS-MODEL,33111.39300000002,,,,Cytosol,iJL1678,,,
b2257,P76473,arnT,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,,,,62541.768800000114,,,,Inner_Membrane,iJL1678,,,
b2258,P76474,arnF,Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,REP-b2258_2_125_5i20,b2258_2_125_5i20-A_clean,SWISS-MODEL,14085.027999999982,,,,Inner_Membrane,iJL1678,,,
b2259,P37590,pmrD,Signal transduction protein PmrD,REP-4hn7,4hn7-A_clean,Protein Data Bank,9870.419699999997,,,,Cytosol,EchoLOCATION predicted,,,
b2260,P37353,menE,2-succinylbenzoate--CoA ligase,REP-5c5h,5c5h-A_clean,Protein Data Bank,50184.067800000055,,,,Cytosol,iJL1678,,,
b2261,P29208,menC,o-succinylbenzoate synthase,REP-1r6w,1r6w-A_clean,Protein Data Bank,35476.19090000004,3.5586721686539327e-09,,6.0,Cytosol,iJL1678,x,,
b2262,P0ABU0,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase",REP-4i42,4i42-A_clean,Protein Data Bank,31632.758500000007,2.5681750817119214e-07,,433.0,Cytosol,iJL1678,x,,
b2263,P37355,menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",REP-4myd,4myd-A_clean,Protein Data Bank,27682.033200000013,,,,Cytosol,iJL1678,,,
b2264,P17109,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,REP-5ej8,5ej8-A_clean,Protein Data Bank,61366.30730000007,,,,Cytosol,iJL1678,,,
b2265,P38051,menF,Isochorismate synthase MenF,REP-3bzm,3bzm-A_clean,Protein Data Bank,48763.9628000001,5.931120281089888e-10,,1.0,Cytosol,iJL1678,x,,
b2266,P0AEH5,elaB,Protein ElaB,,,,11305.543799999994,,0.0029586960237573756,1851.0,Inner_Membrane,Heinemann 2016,,,
b2267,P0AEH3,elaA,Protein ElaA,REP-b2267_2_148_1xeb,b2267_2_148_1xeb-A_clean,SWISS-MODEL,17419.492799999985,4.922829833304607e-08,,83.0,Cytosol,EchoLOCATION predicted,x,,
b2268,P0A8V0,rbn,Ribonuclease BN,REP-2cbn,2cbn-A_clean,Protein Data Bank,32929.208600000005,,,,Cytosol,iJL1678,,,
b2269,Q47013,elaD,Protease ElaD,REP-b2269_27_365_5haf,b2269_27_365_5haf-A_clean,SWISS-MODEL,46077.65280000003,,,,Cytosol,EchoLOCATION predicted,,,
b2270,P76481,yfbK,Uncharacterized protein YfbK,,,,63633.11460000013,,,,Outer_Membrane,EchoLOCATION predicted,,,
b2271,P76482,yfbL,Uncharacterized protein YfbL,REP-b2271_65_322_2ek8,b2271_65_322_2ek8-A_clean,SWISS-MODEL,35930.38449999999,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2272,P76483,yfbM,Protein YfbM,REP-1ryl,1ryl-A_clean,Protein Data Bank,19018.441399999992,,,,Cytosol,EchoLOCATION predicted,,,
b2273,P76484,yfbN,Uncharacterized protein YfbN,,,,27990.74120000002,,,,Cytosol,EchoLOCATION predicted,,,
b2274,P76485,yfbO,Uncharacterized protein YfbO,,,,16162.837899999995,,,,Cytosol,EchoLOCATION predicted,,,
b2275,P76486,yfbP,Uncharacterized protein YfbP,REP-b2275_67_240_5lvv,b2275_67_240_5lvv-A_clean,SWISS-MODEL,32135.88920000002,,,,Cytosol,EchoLOCATION predicted,,,
b2276,P0AFF0,nuoN,NADH-quinone oxidoreductase subunit N,REP-3rko,3rko-D_clean,Protein Data Bank,52043.44910000004,,6.393724524597246e-06,4.0,Inner_Membrane,iJL1678,x,,
b2277,P0AFE8,nuoM,NADH-quinone oxidoreductase subunit M,REP-3rko,3rko-C_clean,Protein Data Bank,56523.8695000001,,,,Inner_Membrane,iJL1678,,,
b2278,P33607,nuoL,NADH-quinone oxidoreductase subunit L,REP-3rko,3rko-B_clean,Protein Data Bank,66437.28980000025,,0.0,0.0,Inner_Membrane,iJL1678,x,,
b2279,P0AFE4,nuoK,NADH-quinone oxidoreductase subunit K,REP-b2279_1_100_3rko,b2279_1_100_3rko-A_clean,SWISS-MODEL,10844.89389999999,,,,Inner_Membrane,iJL1678,,,
b2280,P0AFE0,nuoJ,NADH-quinone oxidoreductase subunit J,REP-3rko,3rko-F_clean,Protein Data Bank,19874.40520000001,,,,Inner_Membrane,iJL1678,,,
b2281,P0AFD6,nuoI,NADH-quinone oxidoreductase subunit I,,,,20537.54819999999,2.935904539139494e-07,,495.0,Cytosol,iJL1678,,,
b2282,P0AFD4,nuoH,NADH-quinone oxidoreductase subunit H,,,,36218.72570000001,,6.553567637712177e-05,41.0,Inner_Membrane,iJL1678,,,
b2283,P33602,nuoG,NADH-quinone oxidoreductase subunit G,,,,100298.05420000055,6.464921106387978e-07,,1090.0,Cytosol,iJL1678,,,
b2284,P31979,nuoF,NADH-quinone oxidoreductase subunit F,REP-b2284_9_424_2fug,b2284_9_424_2fug-A_clean,SWISS-MODEL,49291.892800000045,2.3843103529981345e-07,,402.0,Cytosol,iJL1678,x,,
b2285,P0AFD1,nuoE,NADH-quinone oxidoreductase subunit E,REP-b2285_9_166_5gpn,b2285_9_166_5gpn-A_clean,SWISS-MODEL,18589.847500000003,5.527804101975775e-07,,932.0,Cytosol,iJL1678,x,,
b2286,P33599,nuoC,NADH-quinone oxidoreductase subunit C/D,,,,68235.30240000018,5.486286260008146e-07,,925.0,Cytosol,iJL1678,,,
b2287,P0AFC7,nuoB,NADH-quinone oxidoreductase subunit B,REP-b2287_34_187_5lnk,b2287_34_187_5lnk-A_clean,SWISS-MODEL,25055.564499999997,1.3404331835263146e-07,,226.0,Cytosol,iJL1678,x,,
b2288,P0AFC3,nuoA,NADH-quinone oxidoreductase subunit A,REP-3rko,3rko-A_clean,Protein Data Bank,16457.132099999995,,0.00039641092052502923,248.0,Inner_Membrane,iJL1678,x,,
b2289,P36771,lrhA,Probable HTH-type transcriptional regulator LrhA,REP-b2289_11_291_4x6g,b2289_11_291_4x6g-A_clean,SWISS-MODEL,34593.434800000025,1.7200248815160674e-08,,29.0,Cytosol,EchoLOCATION predicted,x,,
b2290,P0A959,alaA,Glutamate-pyruvate aminotransferase AlaA,REP-4cvq,4cvq-A_clean,Protein Data Bank,45516.83090000005,5.990431483900786e-08,,101.0,Cytosol,iJL1678,x,,
b2291,P76491,yfbR,5'-deoxynucleotidase YfbR,REP-2paq,2paq-A_clean,Protein Data Bank,22707.79700000001,6.939410728875169e-08,,117.0,Cytosol,iJL1678,x,,
b2292,P0AFU2,yfbS,Uncharacterized transporter YfbS,,,,65871.01000000013,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2293,P77625,hxpA,Hexitol phosphatase A,REP-b2293_2_203_3qu2,b2293_2_203_3qu2-A_clean,SWISS-MODEL,23007.23959999999,6.192089573457843e-07,,1044.0,Cytosol,Arbitrary assignment,x,,
b2294,P0A8W8,yfbU,UPF0304 protein YfbU,REP-4lr3,4lr3-A_clean,Protein Data Bank,19536.008699999995,7.075826495340236e-07,,1193.0,Cytosol,EchoLOCATION predicted,x,,
b2295,P0A8D9,yfbV,UPF0208 membrane protein YfbV,,,,17212.986999999994,,1.118901791804518e-05,7.0,Inner_Membrane,EchoLOCATION predicted,,,
b2296,P0A6A3,ackA,Acetate kinase,REP-3slc,3slc-A_clean,Protein Data Bank,43289.950100000045,2.427014419021982e-06,,4092.0,Cytosol,iJL1678,x,,
b2297,P0A9M8,pta,Phosphate acetyltransferase,REP-b2297_2_243_1dts,b2297_2_243_1dts-A_clean,SWISS-MODEL,77171.18800000039,6.251400776268741e-07,,1054.0,Cytosol,iJL1678,x,,
b2298,P39263,yfcC,Putative basic amino acid antiporter YfcC,,,,54795.98910000014,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2299,P65556,yfcD,Uncharacterized Nudix hydrolase YfcD,REP-2fkb,2fkb-A_clean,Protein Data Bank,20375.64300000001,8.511157603363988e-07,,1435.0,Cytosol,EchoLOCATION predicted,x,,
b2300,P67095,yfcE,Phosphodiesterase YfcE,REP-1su1,1su1-A_clean,Protein Data Bank,20121.83419999999,3.68915681483791e-07,,622.0,Cytosol,EchoLOCATION predicted,x,,
b2301,P77544,yfcF,Glutathione S-transferase YfcF,REP-3bby,3bby-A_clean,Protein Data Bank,24325.432099999995,4.448340210817415e-08,,75.0,Cytosol,EchoLOCATION predicted,x,,
b2302,P77526,yfcG,Disulfide-bond oxidoreductase YfcG,REP-5hfk,5hfk-A_clean,Protein Data Bank,24515.583900000012,,,,Cytosol,EchoLOCATION predicted,,,
b2303,P0AC19,folX,Dihydroneopterin triphosphate 2'-epimerase,REP-1b9l,1b9l-A_clean,Protein Data Bank,14081.85819999999,5.035521118645314e-07,,849.0,Cytosol,iJL1678,x,,
b2304,P77775,yfcH,Epimerase family protein YfcH,REP-b2304_1_295_4b4o,b2304_1_295_4b4o-A_clean,SWISS-MODEL,32698.311800000047,2.313136909625056e-08,,39.0,Cytosol,EchoLOCATION predicted,x,,
b2305,P77768,rpnB,Recombination-promoting nuclease RpnB,,,,34179.09760000007,,,,Cytosol,Arbitrary assignment,,,
b2306,P07109,hisP,Histidine transport ATP-binding protein HisP,REP-1b0u,1b0u-A_clean,Protein Data Bank,28652.698099999994,1.0913261317205393e-07,,184.0,Cytosol,iJL1678,x,,
b2307,P0AEU3,hisM,Histidine transport system permease protein HisM,REP-b2307_17_229_4yms,b2307_17_229_4yms-A_clean,SWISS-MODEL,26869.45490000002,,,,Inner_Membrane,iJL1678,,,
b2308,P52094,hisQ,Histidine transport system permease protein HisQ,REP-b2308_4_220_4yms,b2308_4_220_4yms-A_clean,SWISS-MODEL,24648.966500000002,,7.832312542631627e-05,49.0,Inner_Membrane,iJL1678,x,,
b2309,P0AEU0,hisJ,Histidine-binding periplasmic protein,REP-1hsl,1hsl-A_clean,Protein Data Bank,28483.02059999997,5.2631969994551327e-05,,11693.0,Periplasm,iJL1678,,,
b2310,P09551,argT,Lysine/arginine/ornithine-binding periplasmic protein,REP-2lao,2lao-A_clean,Protein Data Bank,27991.307699999972,1.388605382991455e-05,,3085.0,Periplasm,iJL1678,,,
b2311,P0AG03,ubiX,Flavin prenyltransferase UbiX,REP-b2311_2_152_5gz3,b2311_2_152_5gz3-A_clean,SWISS-MODEL,20694.766599999984,6.524232309198877e-09,,11.0,Cytosol,iJL1678,x,,
b2312,P0AG16,purF,Amidophosphoribosyltransferase,REP-1ecf,1ecf-A_clean,Protein Data Bank,56487.39320000007,3.3807385602212357e-07,,570.0,Cytosol,iJL1678,x,,
b2313,P08550,cvpA,Colicin V production protein,,,,17906.767099999986,,,,Inner_Membrane,EchoLOCATION experimental,,,
b2314,P09549,dedD,Cell division protein DedD,,,,22938.194899999984,,0.00014385880180343803,90.0,Inner_Membrane,EchoLOCATION predicted,,,
b2315,P08192,folC,Dihydrofolate synthase/folylpolyglutamate synthase,REP-1w78,1w78-A_clean,Protein Data Bank,45405.13430000011,2.0225120158516516e-07,,341.0,Cytosol,iJL1678,x,,
b2316,P0A9Q5,accD,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,REP-2f9y,2f9y-B_clean,Protein Data Bank,33321.56119999999,8.825506978261753e-07,,1488.0,Cytosol,iJL1678,x,,
b2317,P0ABP6,dedA,Protein DedA,,,,24509.933400000005,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2318,P07649,truA,tRNA pseudouridine synthase A,REP-2nqp,2nqp-A_clean,Protein Data Bank,30399.25100000001,,,,Cytosol,iJL1678,,,
b2319,P08390,usg,USG-1 protein,REP-b2319_2_336_2r00,b2319_2_336_2r00-A_clean,SWISS-MODEL,36363.68160000003,2.2063767445654383e-07,,372.0,Cytosol,EchoLOCATION predicted,x,,
b2320,P05459,pdxB,Erythronate-4-phosphate dehydrogenase,REP-3oet,3oet-A_clean,Protein Data Bank,41367.13700000006,6.334436460204e-07,,1068.0,Cytosol,iJL1678,x,,
b2321,P15286,flk,Flagellar regulator flk,,,,36667.82080000002,,9.590586786895869e-06,6.0,Inner_Membrane,EchoLOCATION predicted,,,
b2322,P77549,yfcJ,Uncharacterized MFS-type transporter YfcJ,,,,40464.70770000001,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2323,P0A953,fabB,3-oxoacyl-[acyl-carrier-protein] synthase 1,REP-2vba,2vba-A_clean,Protein Data Bank,42612.87280000006,2.7028115120926616e-06,,4557.0,Cytosol,iJL1678,x,,
b2324,P77182,mnmC,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,REP-3awi,3awi-A_clean,Protein Data Bank,74433.2950000003,4.74489622487191e-09,,8.0,Cytosol,iJL1678,x,,
b2325,P64540,yfcL,Uncharacterized protein YfcL,,,,9999.927299999996,7.550316117827427e-07,,1273.0,Cytosol,EchoLOCATION predicted,,,
b2326,P76938,epmC,Elongation factor P hydroxylase,REP-4pdn,4pdn-A_clean,Protein Data Bank,21145.334799999997,,,,Cytosol,Arbitrary assignment,,,
b2327,P0AD30,yfcA,Probable membrane transporter protein YfcA,,,,28643.041799999995,,,,Inner_Membrane,EchoLOCATION experimental,,,
b2328,P0C0T5,mepA,Penicillin-insensitive murein endopeptidase,REP-1tzp,1tzp-A_clean,Protein Data Bank,30136.332400000014,,,,Periplasm,iJL1678,,,
b2329,P12008,aroC,Chorismate synthase,REP-b2329_1_354_4lj2,b2329_1_354_4lj2-A_clean,SWISS-MODEL,39136.993500000026,3.967919468049135e-07,,669.0,Cytosol,iJL1678,x,,
b2330,P39199,prmB,50S ribosomal protein L3 glutamine methyltransferase,REP-b2330_89_293_1nv8,b2330_89_293_1nv8-A_clean,SWISS-MODEL,35001.32170000003,6.589474632290865e-07,,1111.0,Cytosol,EchoLOCATION predicted,x,,
b2331,P0A8B2,yfcN,UPF0115 protein YfcN,REP-b2331_55_174_3qd7,b2331_55_174_3qd7-A_clean,SWISS-MODEL,21013.0667,8.481502001958539e-08,,143.0,Cytosol,EchoLOCATION predicted,x,,
b2332,P76498,yfcO,Uncharacterized protein YfcO,,,,30260.13860000002,,,,Periplasm,EchoLOCATION predicted,,,
b2333,P76499,yfcP,Uncharacterized fimbrial-like protein YfcP,REP-b2333_27_179_4xob,b2333_27_179_4xob-A_clean,SWISS-MODEL,18951.2604,,,,Periplasm,EchoLOCATION predicted,,,
b2334,P76500,yfcQ,Uncharacterized fimbrial-like protein YfcQ,REP-b2334_16_162_5flu,b2334_16_162_5flu-A_clean,SWISS-MODEL,17889.805099999983,,,,Periplasm,EchoLOCATION predicted,,,
b2335,P76501,yfcR,Uncharacterized fimbrial-like protein YfcR,REP-b2335_32_170_5jr4,b2335_32_170_5jr4-A_clean,SWISS-MODEL,17890.179899999977,,,,Periplasm,EchoLOCATION predicted,,,
b2336,P77599,yfcS,Probable fimbrial chaperone YfcS,REP-b2336_23_211_4djm,b2336_23_211_4djm-A_clean,SWISS-MODEL,27727.744000000006,,,,Periplasm,EchoLOCATION predicted,,,
b2339,P77288,yfcV,Uncharacterized fimbrial-like protein YfcV,REP-b2339_29_187_3jwn,b2339_29_187_3jwn-A_clean,SWISS-MODEL,19851.000499999984,,,,Periplasm,EchoLOCATION predicted,,,
b2340,P76502,sixA,Phosphohistidine phosphatase SixA,REP-1ujc,1ujc-A_clean,Protein Data Bank,17207.59879999999,2.1945145040032586e-08,,37.0,Cytosol,EchoLOCATION predicted,x,,
b2341,P77399,fadJ,Fatty acid oxidation complex subunit alpha,REP-b2341_6_706_1wdl,b2341_6_706_1wdl-A_clean,SWISS-MODEL,77071.2984000004,4.151784196762922e-09,,7.0,Cytosol,iJL1678,x,,
b2342,P76503,fadI,3-ketoacyl-CoA thiolase FadI,REP-b2342_17_434_4wys,b2342_17_434_4wys-A_clean,SWISS-MODEL,46529.971200000095,5.931120281089888e-10,,1.0,Cytosol,iJL1678,x,,
b2343,P0AD33,yfcZ,UPF0381 protein YfcZ,REP-b2343_1_94_2k3i,b2343_1_94_2k3i-A_clean,SWISS-MODEL,10317.565599999994,7.823147650757562e-07,,1319.0,Cytosol,EchoLOCATION predicted,x,,
b2344,P10384,fadL,Long-chain fatty acid transport protein,REP-3pgu,3pgu-A_clean,Protein Data Bank,48540.96350000007,,,350.0,Outer_Membrane,iJL1678,,,
b2345,P76505,yfdF,Uncharacterized protein YfdF,,,,40248.05039999999,,,,Cytosol,EchoLOCATION predicted,,,
b2346,P76506,mlaA,Probable phospholipid-binding lipoprotein MlaA,REP-5nur,5nur-B_clean,Protein Data Bank,28041.268099999987,,,319.0,Outer_Membrane,Heinemann 2016,,,
b2347,P37327,yfdC,Inner membrane protein YfdC,,,,34502.79180000002,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2349,P37326,intS,Prophage integrase IntS,REP-b2349_23_365_5j0n,b2349_23_365_5j0n-A_clean,SWISS-MODEL,44060.508200000055,,,,Cytosol,EchoLOCATION predicted,,,
b2350,P77682,yfdG,Prophage bactoprenol-linked glucose translocase homolog,REP-b2350_3_118_5mlz,b2350_3_118_5mlz-A_clean,SWISS-MODEL,13225.601799999988,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2351,P77293,yfdH,Prophage bactoprenol glucosyl transferase homolog,REP-b2351_1_304_5eke,b2351_1_304_5eke-A_clean,SWISS-MODEL,34634.98419999998,,5.914195185252452e-05,37.0,Inner_Membrane,Heinemann 2016,x,,
b2352,P76507,yfdI,Uncharacterized protein YfdI,,,,51482.93050000005,,,62.0,Outer_Membrane,Heinemann 2016,,,
b2353,P77326,tfaS,Putative protein TfaS,REP-b2353_20_69_2kt9,b2353_20_69_2kt9-A_clean,SWISS-MODEL,12658.200699999989,,,,Cytosol,EchoLOCATION predicted,,,
b2354,P77656,yfdK,Uncharacterized protein YfdK,,,,16408.064099999985,,,,Cytosol,EchoLOCATION predicted,,,
b2355,P76508,yfdL,Putative uncharacterized protein YfdL,REP-b2355_49_172_4mtm,b2355_49_172_4mtm-A_clean,SWISS-MODEL,18251.729499999976,,,,Cytosol,EchoLOCATION predicted,,,
b2356,P76509,yfdM,Putative uncharacterized protein YfdM,,,,10335.42079999999,,,,Cytosol,EchoLOCATION predicted,,,
b2357,P76510,yfdN,Uncharacterized protein YfdN,REP-b2357_12_142_4y66,b2357_12_142_4y66-A_clean,SWISS-MODEL,18765.849399999992,,,,Cytosol,EchoLOCATION predicted,,,
b2358,P0AD35,yfdO,Putative uncharacterized protein YfdO,,,,14401.213799999981,,,,Cytosol,EchoLOCATION predicted,,,
b2359,P76512,yfdP,Uncharacterized protein YfdP,,,,13101.660399999984,,,,Cytosol,EchoLOCATION predicted,,,
b2360,P76513,yfdQ,Uncharacterized protein YfdQ,,,,30442.134600000005,,,,Cytosol,EchoLOCATION predicted,,,
b2361,P76514,yfdR,Uncharacterized protein YfdR,REP-b2361_2_176_2gz4,b2361_2_176_2gz4-A_clean,SWISS-MODEL,20255.22349999999,,,,Cytosol,EchoLOCATION predicted,,,
b2362,P76515,yfdS,Uncharacterized protein YfdS,,,,13671.465799999994,,,,Cytosol,EchoLOCATION predicted,,,
b2363,P76516,yfdT,Uncharacterized protein YfdT,,,,12132.61509999999,,,,Cytosol,EchoLOCATION predicted,,,
b2364,P46068,dsdC,HTH-type transcriptional regulator DsdC,REP-b2364_15_309_3fzv,b2364_15_309_3fzv-A_clean,SWISS-MODEL,35331.83320000002,,,,Cytosol,EchoLOCATION predicted,,,
b2365,P08555,dsdX,D-serine transporter DsdX,,,,47162.60400000008,,0.0,0.0,Inner_Membrane,EchoLOCATION experimental,,,
b2366,P00926,dsdA,D-serine dehydratase,REP-3ss7,3ss7-X_clean,Protein Data Bank,47900.01210000008,1.204017417061247e-07,,203.0,Cytosol,iJL1678,x,,
b2367,P52600,emrY,Probable multidrug resistance protein EmrY,,,,56000.473300000114,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2368,P52599,emrK,Probable multidrug resistance protein EmrK,REP-b2368_57_332_4tko,b2368_b2368_57_332_4tko-A_clean_clean,SWISS-MODEL,42584.93440000002,,,,Periplasm,EchoLOCATION experimental,,,
b2369,P0ACZ4,evgA,DNA-binding transcriptional activator EvgA,REP-3f6c,3f6c-A_clean,Protein Data Bank,22689.94380000001,1.7200248815160674e-08,,29.0,Cytosol,Heinemann 2016,x,,
b2370,P30855,evgS,Sensor protein EvgS,REP-b2370_31_537_4q0c,b2370_31_537_4q0c-A_clean,SWISS-MODEL,134741.06440000088,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2371,P76518,yfdE,Acetyl-CoA:oxalate CoA-transferase,REP-4hl6,4hl6-A_clean,Protein Data Bank,41670.288400000034,,,,Cytosol,EchoLOCATION predicted,,,
b2372,P0AA49,yfdV,Uncharacterized transporter YfdV,,,,33615.564700000046,,,,Inner_Membrane,EchoLOCATION experimental,,,
b2373,P0AFI0,oxc,Oxalyl-CoA decarboxylase,REP-2q28,2q28-A_clean,Protein Data Bank,60580.53590000012,,,,Cytosol,iJL1678,,,
b2374,P69902,frc,Formyl-CoA:oxalate CoA-transferase,REP-1pt7,1pt7-A_clean,Protein Data Bank,45827.64540000004,,,,Cytosol,iJL1678,,,
b2375,P76520,yfdX,Protein YfdX,REP-b2375_29_209_3dza,b2375_29_209_3dza-A_clean,SWISS-MODEL,22976.932499999995,,,,Periplasm,EchoLOCATION experimental,,,
b2376,O32528,ypdI,Uncharacterized lipoprotein YpdI,,,,10161.794899999988,,,,Outer_Membrane,EchoLOCATION predicted,,,
b2377,P76521,yfdY,Uncharacterized protein YfdY,,,,8873.776699999995,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2378,P0ACV2,lpxP,Lipid A biosynthesis palmitoleoyltransferase,REP-b2378_19_305_5knk,b2378_19_305_5knk-A_clean,SWISS-MODEL,35493.01739999999,,,,Cytosol,iJL1678,,,
b2379,P77434,alaC,Glutamate-pyruvate aminotransferase AlaC,REP-2x5d,2x5d-A_clean,Protein Data Bank,46215.67400000004,4.74489622487191e-08,,80.0,Cytosol,iJL1678,x,,
b2380,P0AA93,ypdA,Sensor histidine kinase YpdA,,,,62656.7282000001,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2381,P0AE39,ypdB,Transcriptional regulatory protein YpdB,REP-b2381_1_243_4cbv,b2381_1_243_4cbv-A_clean,SWISS-MODEL,28720.723200000048,,,,Cytosol,EchoLOCATION predicted,,,
b2382,P77396,ypdC,Uncharacterized HTH-type transcriptional regulator YpdC,REP-b2382_38_284_4mlo,b2382_38_284_4mlo-A_clean,SWISS-MODEL,32355.150100000046,,,,Cytosol,EchoLOCATION predicted,,,
b2383,P77439,fryA,Multiphosphoryl transfer protein 1,REP-b2383_117_682_2n5t,b2383_117_682_2n5t-A_clean,SWISS-MODEL,92128.91510000054,,,,Cytosol,EchoLOCATION predicted,,,
b2384,P77585,ypdE,Aminopeptidase YpdE,REP-1ylo,1ylo-A_clean,Protein Data Bank,37408.454900000055,,,,Cytosol,EchoLOCATION predicted,,,
b2385,P76524,ypdF,Aminopeptidase YpdF,REP-5cnx,5cnx-A_clean,Protein Data Bank,39623.454100000024,,,,Cytosol,EchoLOCATION predicted,,,
b2386,P77579,fryC,Fructose-like permease IIC component 1,,,,43965.91070000004,,,,Inner_Membrane,EchoLOCATION predicted,,,
b2387,P69808,fryB,PTS system fructose-like EIIB component 1,REP-2kyr,2kyr-A_clean,Protein Data Bank,11735.192599999991,,,,Periplasm,EchoLOCATION predicted,,,
