Gene,UniProt,NAME,Description,Structure_ID,Structure_file,Structure_source,MW,MOLARITY,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b1862,P24238,yebB,Uncharacterized protein YebB,REP-7_188_2if6.1.A_59cb3490afa35811e503bb5a,b1862_7_188_2if6_clean.pdb,SWISS-MODEL,22703.72840000001,,,Cytosol,EchoLOCATION predicted,,,
b1863,P0A814,ruvC,Crossover junction endodeoxyribonuclease RuvC,REP-1hjr,1hjr-A_clean.pdb,Protein Data Bank,18746.5509,,,Cytosol,EchoLOCATION predicted,,,
b1864,P0A8A0,yebC,Probable transcriptional regulatory protein YebC,REP-1kon,1kon-A_clean.pdb,Protein Data Bank,26422.283799999997,4.145853076481831e-07,699.0,Cytosol,Heinemann 2016,x,,
b1865,P0AFC0,nudB,Dihydroneopterin triphosphate diphosphatase,REP-2o1c,2o1c-A_clean.pdb,Protein Data Bank,17305.55309999999,,,Cytosol,iJL1678,,,
b1866,P21889,aspS,Aspartate--tRNA ligase,REP-1il2,1il2-A_clean.pdb,Protein Data Bank,65912.69070000024,1.2271487861574975e-06,2069.0,Cytosol,iJL1678,x,,
b1867,P0ADI7,yecD,Isochorismatase family protein YecD,REP-1j2r,1j2r-A_clean.pdb,Protein Data Bank,20451.978400000007,1.1862240562179776e-09,2.0,Cytosol,EchoLOCATION predicted,x,,
b1868,P37348,yecE,UPF0759 protein YecE,REP-1_270_1ztv.1.A_59b3b0fa1405503ad4e672a9,b1868_1_270_1ztv_clean.pdb,SWISS-MODEL,31478.690100000014,,,Cytosol,EchoLOCATION predicted,,,
b1869,P64515,yecN,Inner membrane protein YecN,REP-2_119_3b29.1.A_59cc1b71e6291d05b00268a6,b1869_2_119_3b29_clean.pdb,SWISS-MODEL,15226.121699999998,,,Inner_Membrane,EchoLOCATION predicted,,,
b1870,P76290,cmoA,Carboxy-S-adenosyl-L-methionine synthase,REP-4iwn,4iwn-A_clean.pdb,Protein Data Bank,27776.335400000007,8.066323582282246e-08,136.0,Cytosol,iJL1678,x,,
b1871,P76291,cmoB,tRNA U34 carboxymethyltransferase,REP-4qnx,4qnx-A_clean.pdb,Protein Data Bank,37006.11540000003,1.9572696927596628e-08,33.0,Cytosol,iJL1678,x,,
b1872,P46923,torZ,Trimethylamine-N-oxide reductase 2,REP-37_807_1eu1.1.A_59cc1709e6291d32e744a967,b1872_37_807_1eu1_clean.pdb,SWISS-MODEL,88962.9402000005,,,Periplasm,iJL1678,,,
b1873,P52005,torY,Cytochrome c-type protein TorY,REP-E01782,E01782_clean-X_clean.pdb,metaTASSER,40285.990700000046,,,Inner_Membrane,iJL1678,,,
b1874,P67826,cutC,Copper homeostasis protein CutC,REP-1x8c,1x8c-A_clean.pdb,Protein Data Bank,26761.4826,4.033161791141123e-08,68.0,Cytosol,Heinemann 2016,x,,
b1875,P52007,yecM,Protein YecM,REP-1k4n,1k4n-A_clean.pdb,Protein Data Bank,21204.75330000001,7.41390035136236e-08,125.0,Cytosol,EchoLOCATION predicted,x,,
b1876,P11875,argS,Arginine--tRNA ligase,REP-4oby,4oby-A_clean.pdb,Protein Data Bank,64682.216700000194,4.572893736720303e-07,771.0,Cytosol,iJL1678,x,,
b1877,P76296,yecT,Uncharacterized protein YecT,REP-27_152_6ar7.1.A_59cbd0fa7aaa0d39a8f2ee02,b1877_27_152_6ar7_clean.pdb,SWISS-MODEL,18884.9863,,,Periplasm,EchoLOCATION predicted,,,
b1878,P76297,flhE,Flagellar protein FlhE,REP-17_130_4qxl.1.A_59cc16fbe6291d32e744a673,b1878_17_130_4qxl_clean.pdb,SWISS-MODEL,14059.254999999985,1.0352649532837428e-07,23.0,Periplasm,EchoLOCATION predicted,,,
b1879,P76298,flhA,Flagellar biosynthesis protein FlhA,REP-FLHA_ECOLI,FLHA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,74841.93500000026,,127.0,Inner_Membrane,EchoLOCATION predicted,x,,
b1880,P76299,flhB,Flagellar biosynthetic protein FlhB,REP-E01789,E01789_clean-X_clean.pdb,metaTASSER,42237.27540000002,,,Inner_Membrane,EchoLOCATION predicted,,,
b1881,P0A9H9,cheZ,Protein phosphatase CheZ,REP-1kmi,1kmi-Z_clean.pdb,Protein Data Bank,23975.763199999987,1.8042467895075439e-06,3042.0,Cytosol,EchoLOCATION predicted,x,,
b1882,P0AE67,cheY,Chemotaxis protein CheY,REP-3rvq,3rvq-A_clean.pdb,Protein Data Bank,14097.210199999983,8.954212288361402e-06,15097.0,Cytosol,Heinemann 2016,x,,
b1883,P07330,cheB,Chemotaxis response regulator protein-glutamate methylesterase,REP-1a2o,1a2o-A_clean.pdb,Protein Data Bank,37467.333700000076,6.168365092333483e-08,104.0,Cytosol,EchoLOCATION predicted,x,,
b1884,P07364,cheR,Chemotaxis protein methyltransferase,REP-1af7,1af7-A_clean.pdb,Protein Data Bank,32849.03360000002,3.973850588330225e-08,67.0,Cytosol,EchoLOCATION predicted,x,,
b1885,P07018,tap,Methyl-accepting chemotaxis protein IV,REP-E01794,E01794_clean-X_clean.pdb,metaTASSER,57511.249900000235,,385.0,Inner_Membrane,EchoLOCATION predicted,x,,
b1886,P07017,tar,Methyl-accepting chemotaxis protein II,REP-E01795,E01795_clean-X_clean.pdb,metaTASSER,59943.0012000003,,3793.0,Inner_Membrane,Heinemann 2016,x,,
b1887,P0A964,cheW,Chemotaxis protein CheW,REP-2ho9,2ho9-A_clean.pdb,Protein Data Bank,18083.573,7.264436120278894e-06,12248.0,Cytosol,Heinemann 2016,x,,
b1888,P07363,cheA,Chemotaxis protein CheA,REP-CHEA_ECOLI,CHEA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,71381.5507000002,3.5586721686539327e-09,6.0,Cytosol,Heinemann 2016,x,,
b1889,P0AF06,motB,Motility protein B,REP-E01798,E01798_clean-X_clean.pdb,metaTASSER,34185.688800000025,,108.0,Inner_Membrane,EchoLOCATION experimental,x,,
b1890,P09348,motA,Motility protein A,REP-E01799,E01799_clean-X_clean.pdb,metaTASSER,32011.065600000024,,131.0,Inner_Membrane,EchoLOCATION predicted,x,,
b1891,P0ABY7,flhC,Flagellar transcriptional regulator FlhC,REP-E01800,E01800_clean-X_clean.pdb,metaTASSER,21565.875399999997,5.338008252980899e-09,9.0,Cytosol,EchoLOCATION predicted,x,,
b1892,P0A8S9,flhD,Flagellar transcriptional regulator FlhD,REP-2avu,2avu-B_clean.pdb,Protein Data Bank,13316.254199999983,1.0082904477852808e-08,17.0,Cytosol,EchoLOCATION predicted,x,,
b1893,P0CF28,insB5,Insertion element IS1 5 protein InsB,,,,19564.353500000016,,,Cytosol,Arbitrary assignment,,,
b1894,P0CF11,insA5,Insertion element IS1 5 protein InsA,REP-INSA6_ECOLI,INSA6_ECOLI_model1_clean-X_clean.pdb,I-TASSER,9868.279699999992,,,Cytosol,Arbitrary assignment,,,
b1895,P46888,uspC,Universal stress protein C,REP-3_141_1jmv.1.A_59cc019b1405501a6139f77f,b1895_3_141_1jmv_clean.pdb,SWISS-MODEL,15632.744799999986,,,Cytosol,EchoLOCATION predicted,,,
b1896,P31677,otsA,Trehalose-6-phosphate synthase,REP-1uqt,1uqt-A_clean.pdb,Protein Data Bank,53610.48960000007,1.4234688674615731e-08,24.0,Cytosol,iJL1678,x,,
b1897,P31678,otsB,Trehalose-6-phosphate phosphatase,REP-14_246_5dxo.1.A_59ca16c0c730d42fcef5f151,b1897_14_246_5dxo_clean.pdb,SWISS-MODEL,29174.935099999995,,,Cytosol,iJL1678,,,
b1900,P0AAF3,araG,Arabinose import ATP-binding protein AraG,REP-6_486_4fin.1.B_59ca57fbc730d446b09b4d89,b1900_6_486_4fin_clean.pdb,SWISS-MODEL,55017.588000000054,,,Cytosol,iJL1678,,,
b1901,P02924,araF,L-arabinose-binding periplasmic protein,REP-8abp,8abp-A_clean.pdb,Protein Data Bank,35540.48779999998,4.501151970798882e-09,1.0,Periplasm,iJL1678,,,
b1902,P0A9A2,ftnB,Bacterial non-heme ferritin-like protein,REP-2_163_4ztt.1.A_59cbd0f57aaa0d39a8f2ed98,b1902_2_163_4ztt_clean.pdb,SWISS-MODEL,18894.2627,,,Cytosol,EchoLOCATION predicted,,,
b1904,P76308,yecR,Uncharacterized protein YecR,REP-E01813,E01813_clean-X_clean.pdb,metaTASSER,11741.308599999993,,235.0,Outer_Membrane,EchoLOCATION experimental,,,
b1905,P0A998,ftnA,Bacterial non-heme ferritin,REP-1eum,1eum-A_clean.pdb,Protein Data Bank,19423.592899999996,1.4442277884453876e-06,2435.0,Cytosol,Heinemann 2016,x,,
b1906,P46887,yecH,Uncharacterized protein YecH,REP-E01815,E01815_clean-X_clean.pdb,metaTASSER,8628.683199999994,,,Cytosol,EchoLOCATION predicted,,,
b1907,P0AAD4,tyrP,Tyrosine-specific transport protein,REP-E01816,E01816_clean-X_clean.pdb,metaTASSER,42818.59590000005,,,Inner_Membrane,iJL1678,,,
b1908,P0AD05,yecA,Uncharacterized protein YecA,REP-E01817,E01817_clean-X_clean.pdb,metaTASSER,25038.998500000016,3.2146671923507185e-07,542.0,Cytosol,EchoLOCATION predicted,x,,
b1912,P0ABF8,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,REP-3_181_5d92.1.A_59cb6a3dc730d44ddfab0fd6,b1912_3_181_5d92_clean.pdb,SWISS-MODEL,20700.3721,,,Inner_Membrane,iJL1678,,,
b1913,P0A8G0,uvrC,UvrABC system protein C,REP-UVRC_ECOLI,UVRC_ECOLI_model1_clean-X_clean.pdb,I-TASSER,68187.20330000026,2.372448112435955e-09,4.0,Cytosol,Heinemann 2016,x,,
b1914,P0AED5,uvrY,Response regulator UvrY,REP-2_209_2oqr.1.A_59cab757c730d432eb9d2b26,b1914_2_209_2oqr_clean.pdb,SWISS-MODEL,23892.403200000015,6.88009952606427e-08,116.0,Cytosol,Heinemann 2016,x,,
b1915,P0AD07,yecF,Uncharacterized protein YecF,REP-E01821,E01821_clean-X_clean.pdb,metaTASSER,8238.473299999998,8.303568393525842e-08,140.0,Cytosol,EchoLOCATION predicted,x,,
b1916,P07026,sdiA,Regulatory protein SdiA,REP-4lfu,4lfu-A_clean.pdb,Protein Data Bank,28117.056100000027,,,Cytosol,EchoLOCATION predicted,,,
b1917,P37774,yecC,L-cystine transport system ATP-binding protein YecC,REP-2_248_1b0u.1.A_59ca4a0ac730d40e03cc587d,b1917_2_248_1b0u_clean.pdb,SWISS-MODEL,27676.651399999988,,339.0,Inner_Membrane,Heinemann 2016,x,,
b1918,P0AFT2,yecS,L-cystine transport system permease protein YecS,REP-1_215_4yms.1.C_59caae4814055011d0e8ce9e,b1918_1_215_4yms_clean.pdb,SWISS-MODEL,24800.956100000007,,,Inner_Membrane,EchoLOCATION predicted,,,
b1919,P76316,dcyD,D-cysteine desulfhydrase,REP-4d9f,4d9f-A_clean.pdb,Protein Data Bank,35152.88869999999,7.929907815817179e-07,1337.0,Cytosol,iJL1678,x,,
b1920,P0AEM9,fliY,L-cystine-binding protein FliY,REP-E01826,E01826_clean-X_clean.pdb,metaTASSER,29038.828900000015,4.9724225821415245e-05,11047.0,Periplasm,Heinemann 2016,,,
b1921,P52627,fliZ,Regulator of sigma S factor FliZ,REP-E01827,E01827_clean-X_clean.pdb,metaTASSER,21657.580200000008,2.0343742564138315e-07,343.0,Cytosol,EchoLOCATION predicted,x,,
b1922,P0AEM6,fliA,RNA polymerase sigma factor FliA,REP-11_237_4ylo.1.F_59ca674e7f4bf93ca8ee212b,b1922_11_237_4ylo_clean.pdb,SWISS-MODEL,27520.773300000026,6.429334384701437e-07,1084.0,Cytosol,iJL1678,x,,
b1923,P04949,fliC,Flagellin,REP-E01829,E01829_clean-X_clean.pdb,metaTASSER,51294.357200000115,,34900.0,Extracellular,Heinemann 2016,,,
b1924,P24216,fliD,Flagellar hook-associated protein 2,REP-E01830,E01830_clean-X_clean.pdb,metaTASSER,48455.85340000008,,78.0,Outer_Membrane,EchoLOCATION experimental,,,
b1925,P26608,fliS,Flagellar protein FliS,REP-22_126_1vh6.1.A_59cc19aee6291db813b2d18e,b1925_22_126_1vh6_clean.pdb,SWISS-MODEL,14949.909699999986,8.837369218823931e-08,149.0,Cytosol,EchoLOCATION predicted,x,,
b1926,P0ABY2,fliT,Flagellar protein FliT,REP-2_116_3a7m.1.B_59cc40bca52be7bef507f5a5,b1926_2_116_3a7m_clean.pdb,SWISS-MODEL,13828.66789999999,,,Cytosol,EchoLOCATION predicted,,,
b1927,P26612,amyA,Cytoplasmic alpha-amylase,REP-3_490_1ud3.1.A_59ca3ba71405504d0035a822,b1927_3_490_1ud3_clean.pdb,SWISS-MODEL,56638.689400000105,1.5420912730833706e-08,26.0,Cytosol,iJL1678,x,,
b1928,P31063,yedD,Uncharacterized lipoprotein YedD,REP-20_136_4hwm.1.A_59cc19aee6291db813b2d17e,b1928_20_136_4hwm_clean.pdb,SWISS-MODEL,14983.092799999988,,1397.0,Outer_Membrane,Heinemann 2016,,,
b1929,P31064,yedE,UPF0394 inner membrane protein YedE,REP-E01835,E01835_clean-X_clean.pdb,metaTASSER,44428.36769999999,,15.0,Inner_Membrane,Heinemann 2016,x,,
b1930,P0AA31,yedF,Putative sulfur carrier protein YedF,REP-1je3,1je3-A_clean.pdb,Protein Data Bank,8638.901399999997,2.2301012256897977e-07,376.0,Cytosol,EchoLOCATION predicted,x,,
b1931,P76318,yedK,Putative SOS response-associated peptidase YedK,REP-2icu,2icu-A_clean.pdb,Protein Data Bank,24978.957499999982,,,Cytosol,EchoLOCATION predicted,,,
b1932,P76319,yedL,Uncharacterized N-acetyltransferase YedL,REP-E01838,E01838_clean-X_clean.pdb,metaTASSER,17891.256299999994,,,Cytosol,EchoLOCATION predicted,,,
b1935,P76322,yedM,Uncharacterized protein YedM,,,,13396.09469999999,,,Cytosol,EchoLOCATION predicted,,,
b1936,P76323,intG,Putative protein IntG,,,,10732.17659999999,,,Cytosol,EchoLOCATION predicted,,,
b1937,P0A8T5,fliE,Flagellar hook-basal body complex protein FliE,REP-E01839,E01839_clean-X_clean.pdb,metaTASSER,11126.649200000002,1.1269128534070786e-08,19.0,Cytosol,EchoLOCATION predicted,x,,
b1938,P25798,fliF,Flagellar M-ring protein,REP-E01840,E01840_clean-X_clean.pdb,metaTASSER,60588.373800000154,,215.0,Inner_Membrane,Heinemann 2016,x,,
b1939,P0ABZ1,fliG,Flagellar motor switch protein FliG,REP-2_322_3hjl.1.A_59f24e72afa3583718ffc97a,b1939_2_322_3hjl_clean.pdb,SWISS-MODEL,36775.541800000035,,1111.0,Inner_Membrane,Heinemann 2016,x,,
b1940,P31068,fliH,Flagellar assembly protein FliH,REP-E01842,E01842_clean-X_clean.pdb,metaTASSER,25049.8725,1.2870531009965057e-07,217.0,Cytosol,EchoLOCATION predicted,x,,
b1941,P52612,fliI,Flagellum-specific ATP synthase,REP-5b0o,5b0o-A_clean.pdb,Protein Data Bank,49314.9895000001,3.855228182708427e-08,65.0,Cytosol,EchoLOCATION predicted,x,,
b1942,P52613,fliJ,Flagellar FliJ protein,REP-3ajw,3ajw-A_clean.pdb,Protein Data Bank,17306.344699999994,,8.0,Outer_Membrane,Heinemann 2016,,,
b1943,P52614,fliK,Flagellar hook-length control protein,REP-E01845,E01845_clean-X_clean.pdb,metaTASSER,39311.30730000007,0.0,0.0,Cytosol,EchoLOCATION predicted,x,,
b1944,P0ABX8,fliL,Flagellar protein FliL,REP-E01846,E01846_clean-X_clean.pdb,metaTASSER,17220.66889999999,,712.0,Outer_Membrane,EchoLOCATION predicted,,,
b1945,P06974,fliM,Flagellar motor switch protein FliM,REP-E01847,E01847_clean-X_clean.pdb,metaTASSER,37848.6829,4.009437310016764e-07,676.0,Cytosol,EchoLOCATION predicted,x,,
b1946,P15070,fliN,Flagellar motor switch protein FliN,REP-5_137_4yxc.1.B_59cc1c1de6291d260024714f,b1946_5_137_4yxc_clean.pdb,SWISS-MODEL,14854.72319999999,2.674935246771539e-07,451.0,Cytosol,EchoLOCATION predicted,x,,
b1947,P22586,fliO,Flagellar protein FliO,REP-E01849,E01849_clean-X_clean.pdb,metaTASSER,12669.692999999985,,191.0,Inner_Membrane,EchoLOCATION predicted,x,,
b1948,P0AC05,fliP,Flagellar biosynthetic protein FliP,REP-E01850,E01850_clean-X_clean.pdb,metaTASSER,26928.097199999993,,35.0,Inner_Membrane,EchoLOCATION predicted,x,,
b1949,P0AC07,fliQ,Flagellar biosynthetic protein FliQ,REP-E01851,E01851_clean-X_clean.pdb,metaTASSER,9631.78699999999,,,Inner_Membrane,EchoLOCATION predicted,,,
b1950,P33135,fliR,Flagellar biosynthetic protein FliR,REP-E01852,E01852_clean-X_clean.pdb,metaTASSER,28542.229700000036,,,Inner_Membrane,EchoLOCATION predicted,,,
b1951,P0DMC9,rcsA,Transcriptional regulatory protein RcsA,REP-1_198_5hev.2.B_59cb0636573f202ecb31664c,b1951_1_198_5hev_clean.pdb,SWISS-MODEL,23516.146400000016,,,Cytosol,EchoLOCATION predicted,,,
b1952,P0AEG8,dsrB,Protein DsrB,REP-1_61_2cp2.1.A_59cd4b22afa3583332e89f6f,b1952_1_61_2cp2_clean.pdb,SWISS-MODEL,6945.7523999999985,,,Cytosol,EchoLOCATION predicted,,,
b1953,P64519,yodD,Uncharacterized protein YodD,REP-E01855,E01855_clean-X_clean.pdb,metaTASSER,8579.149199999996,2.372448112435955e-09,4.0,Cytosol,EchoLOCATION predicted,x,,
b1955,P76329,yedP,Mannosyl-3-phosphoglycerate phosphatase,REP-E01856,E01856_clean-X_clean.pdb,metaTASSER,30438.957900000016,,,Cytosol,EchoLOCATION predicted,,,
b1956,P76330,yedQ,Probable diguanylate cyclase YedQ,REP-E01857,E01857_clean-X_clean.pdb,metaTASSER,64282.10650000027,,,Inner_Membrane,EchoLOCATION predicted,,,
b1957,P64517,yodC,Uncharacterized protein YodC,REP-E01858,E01858_clean-X_clean.pdb,metaTASSER,6678.4087,,,Cytosol,EchoLOCATION predicted,,,
b1958,P46125,yedI,Inner membrane protein YedI,REP-E01859,E01859_clean-X_clean.pdb,metaTASSER,32190.263200000016,,,Inner_Membrane,EchoLOCATION predicted,,,
b1959,P0AA70,yedA,Uncharacterized inner membrane transporter YedA,REP-11_288_5i20.1.A_59c98da7a52be713e3c7b946,b1959_11_288_5i20_clean.pdb,SWISS-MODEL,32193.521799999995,,,Inner_Membrane,EchoLOCATION predicted,,,
b1960,P09184,vsr,Very short patch repair protein,REP-1cw0,1cw0-A_clean.pdb,Protein Data Bank,18015.4138,,,Cytosol,EchoLOCATION predicted,,,
b1961,P0AED9,dcm,DNA-cytosine methyltransferase,REP-3me5,3me5-A_clean.pdb,Protein Data Bank,53464.145500000086,8.896680421634832e-09,15.0,Cytosol,EchoLOCATION predicted,x,,
b1962,P46144,yedJ,Uncharacterized protein YedJ,REP-3gw7,3gw7-A_clean.pdb,Protein Data Bank,25903.969899999986,,,Cytosol,EchoLOCATION predicted,,,
b1963,P76334,yedR,Inner membrane protein YedR,REP-E01864,E01864_clean-X_clean.pdb,metaTASSER,13838.034699999987,,,Inner_Membrane,EchoLOCATION predicted,,,
b1967,P31658,hchA,Protein deglycase 1,REP-1n57,1n57-A_clean.pdb,Protein Data Bank,31190.083000000028,6.761477120442471e-08,114.0,Cytosol,Heinemann 2016,x,,
b1968,P76339,yedV,Probable sensor-like histidine kinase YedV,REP-E01866,E01866_clean-X_clean.pdb,metaTASSER,50849.05410000002,,3.0,Inner_Membrane,Heinemann 2016,x,,
b1969,P76340,yedW,Probable transcriptional regulatory protein YedW,REP-1_221_5ed4.2.A_59caa1067f4bf97250be9814,b1969_1_221_5ed4_clean.pdb,SWISS-MODEL,25017.44300000001,,,Cytosol,EchoLOCATION predicted,,,
b1970,P76341,hiuH,5-hydroxyisourate hydrolase,REP-2igl,2igl-A_clean.pdb,Protein Data Bank,15459.405899999983,7.291866192694189e-07,162.0,Periplasm,Heinemann 2016,,,
b1971,P76342,msrP,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,REP-E01869,E01869_clean-X_clean.pdb,metaTASSER,37368.46410000001,2.7006911824793293e-08,6.0,Periplasm,Heinemann 2016,,,
b1972,P76343,msrQ,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,REP-E01870,E01870_clean-X_clean.pdb,metaTASSER,24067.844100000017,,,Cytosol,Arbitrary assignment,,,
b1973,P76344,zinT,Metal-binding protein ZinT,REP-1txl,1txl-A_clean.pdb,Protein Data Bank,24761.555900000007,7.710456365416853e-09,13.0,Cytosol,Heinemann 2016,x,,
b1974,P76345,yodB,Cytochrome b561 homolog 1,REP-E01872,E01872_clean-X_clean.pdb,metaTASSER,20336.959200000005,,,Inner_Membrane,EchoLOCATION predicted,,,
b1976,P76346,mtfA,Protein MtfA,REP-3khi,3khi-A_clean.pdb,Protein Data Bank,30278.79750000003,8.00701237947135e-08,135.0,Cytosol,Heinemann 2016,x,,
b1978,P76347,yeeJ,Uncharacterized protein YeeJ,REP-YEEJ_ECOLI,YEEJ_ECOLI_model1_clean-X_clean.pdb,I-TASSER,248566.24639999887,,,Cytosol,EchoLOCATION predicted,,,
b1981,P76350,shiA,Shikimate transporter,REP-E01875,E01875_clean-X_clean.pdb,metaTASSER,47816.81490000006,,9.0,Inner_Membrane,iJL1678,x,,
b1982,P0AE12,amn,AMP nucleosidase,REP-1t8s,1t8s-A_clean.pdb,Protein Data Bank,53994.23270000006,8.718746813202135e-08,147.0,Cytosol,iJL1678,x,,
b1983,P0A8A2,yeeN,Probable transcriptional regulatory protein YeeN,REP-4_237_4f3q.1.A_59ca6b79c730d4a7ab3c86d8,b1983_4_237_4f3q_clean.pdb,SWISS-MODEL,25866.777900000016,1.103781484310828e-06,1861.0,Cytosol,Heinemann 2016,x,,
b1985,P76352,yeeO,Probable FMN/FAD exporter YeeO,REP-E01878,E01878_clean-X_clean.pdb,metaTASSER,60059.85950000011,,,Inner_Membrane,EchoLOCATION predicted,,,
b1987,Q47083,cbl,HTH-type transcriptional regulator cbl,REP-1_300_3k1m.1.B_59f2934be6291d7f2f213add,b1987_1_300_3k1m_clean.pdb,SWISS-MODEL,35855.432700000005,2.0758920983814605e-08,35.0,Cytosol,EchoLOCATION predicted,x,,
b1988,Q47005,nac,Nitrogen assimilation regulatory protein nac,REP-1_301_3k1m.1.B_59fc9889ad01f077bfad4d27,b1988_1_301_3k1m_clean.pdb,SWISS-MODEL,32834.66520000004,,,Cytosol,EchoLOCATION predicted,,,
b1990,P39176,erfK,"Probable L,D-transpeptidase ErfK/SrfK",REP-21_303_4lzh.1.A_59f2b10ff4763ddb8de754f2,b1990_21_303_4lzh_clean.pdb,SWISS-MODEL,34410.66350000005,,,Periplasm,EchoLOCATION experimental,,,
b1991,P36562,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,REP-3_350_1l5l.1.A_59f1ea9a3d4e1daefc95c134,b1991_3_350_1l5l_clean.pdb,SWISS-MODEL,36986.591600000014,4.2110953995738204e-08,71.0,Cytosol,iJL1678,x,,
b1992,P36561,cobS,Adenosylcobinamide-GDP ribazoletransferase,REP-E01883,E01883_clean-X_clean.pdb,metaTASSER,26385.2981,,,Inner_Membrane,iJL1678,,,
b1993,P0AE76,cobU,Bifunctional adenosylcobalamin biosynthesis protein CobU,REP-1cbu,1cbu-A_clean.pdb,Protein Data Bank,20163.774199999996,,,Cytosol,iJL1678,,,
b1994,P0CE53,insH6,Transposase InsH for insertion sequence element IS5H,REP-E01885,E01885_clean-X_clean.pdb,metaTASSER,39199.57360000002,,,Cytosol,EchoLOCATION predicted,,,
b1996,P0CF55,insD3,Transposase InsD for insertion element IS2F,REP-6_289_4fcy.1.A_59fc8e7cf4763dcece331fe0,b1996_6_289_4fcy_clean.pdb,SWISS-MODEL,34397.730400000015,,,Cytosol,EchoLOCATION predicted,,,
b1997,P0CF42,insC3,Transposase InsC for insertion element IS2F,,,,13451.465699999992,,,Cytosol,EchoLOCATION predicted,,,
b1999,P76359,yeeP,Putative uncharacterized protein YeeP,,,,27073.85060000002,,,Cytosol,EchoLOCATION predicted,,,
b2000,P39180,flu,Antigen 43,REP-AG43_ECOLI,AG43_ECOLI_model1_clean-X_clean.pdb,I-TASSER,106824.14510000071,2.3315967208738207e-05,5180.0,Periplasm,Heinemann 2016,,,
b2001,P76361,yeeR,Inner membrane protein YeeR,REP-E01889,E01889_clean-X_clean.pdb,metaTASSER,57236.011400000076,,1.0,Inner_Membrane,EchoLOCATION predicted,x,,
b2002,P76362,yeeS,UPF0758 protein YeeS,REP-E01890,E01890_clean-X_clean.pdb,metaTASSER,16556.76749999998,,,Cytosol,EchoLOCATION predicted,,,
b2003,P64521,yeeT,Uncharacterized protein YeeT,REP-E01891,E01891_clean-X_clean.pdb,metaTASSER,8410.614899999999,,,Cytosol,EchoLOCATION predicted,,,
b2004,P76364,cbeA,Cytoskeleton bundling-enhancing antitoxin CbeA,REP-2h28,2h28-A_clean.pdb,Protein Data Bank,13683.435499999985,,,Cytosol,Arbitrary assignment,,,
b2005,P64524,cbtA,Cytoskeleton-binding toxin CbtA,REP-E01893,E01893_clean-X_clean.pdb,metaTASSER,13898.774699999974,,,Cytosol,Arbitrary assignment,,,
b2006,P64526,yeeW,Putative uncharacterized protein YeeW,,,,6958.6820000000025,,,Cytosol,EchoLOCATION predicted,,,
b2007,P0A8M6,yeeX,UPF0265 protein YeeX,REP-E01894,E01894_clean-X_clean.pdb,metaTASSER,12777.63589999999,1.3076340883718876e-05,22047.0,Cytosol,EchoLOCATION predicted,x,,
b2008,P33011,yeeA,Inner membrane protein YeeA,REP-E01895,E01895_clean-X_clean.pdb,metaTASSER,39954.79150000002,,,Inner_Membrane,EchoLOCATION predicted,,,
b2009,P33012,sbmC,DNA gyrase inhibitor,REP-1jyh,1jyh-A_clean.pdb,Protein Data Bank,18081.245199999994,,,Cytosol,EchoLOCATION predicted,,,
b2010,P33013,dacD,D-alanyl-D-alanine carboxypeptidase DacD,REP-5fsr,5fsr-A_clean.pdb,Protein Data Bank,43345.53450000004,,,Inner_Membrane,iJL1678,,,
b2011,P04995,sbcB,Exodeoxyribonuclease I,REP-2qxf,2qxf-A_clean.pdb,Protein Data Bank,54500.15150000007,,,Cytosol,EchoLOCATION predicted,,,
b2012,P33014,yeeD,Putative sulfur carrier protein YeeD,REP-3_75_1jdq.1.A_59cd128c7aaa0daed81ba31a,b2012_3_75_1jdq_clean.pdb,SWISS-MODEL,8148.231399999997,2.842192838698274e-06,4792.0,Cytosol,EchoLOCATION predicted,x,,
b2013,P33015,yeeE,UPF0394 inner membrane protein YeeE,REP-E01900,E01900_clean-X_clean.pdb,metaTASSER,38099.96560000009,,1.0,Inner_Membrane,Heinemann 2016,x,,
b2014,P0AA47,plaP,Low-affinity putrescine importer PlaP,REP-E01901,E01901_clean-X_clean.pdb,metaTASSER,49537.05480000007,2.4910705180577527e-08,42.0,Cytosol,Arbitrary assignment,x,,
b2015,P76369,yeeY,Uncharacterized HTH-type transcriptional regulator YeeY,REP-3_298_3k1m.1.B_5a040c3b78ed587e41e1ae8d,b2015_3_298_3k1m_clean.pdb,SWISS-MODEL,34168.682300000015,,,Cytosol,EchoLOCATION predicted,,,
