Gene Name	Function	Subcellular Location	Predicted Molecular weight (Da)	Number of TMH (HMMTOP / TMHMM)	Signal Peptide Cleavage Prob
afuC	AfuC; homologous to an iron-uptake system gene in ... ...	Cytoplasmic	39576.53	0 / 0	None
rseA	Anti-RpoE sigma factor; spans inner membrane	Integral Membrane Protein	24321.47	1 / 0	None
yjjJ	Function unknown	Cytoplasmic	49756.77	0 / 0	None
yjjK	predicted transporter subunit; ATP-binding and mem ... ...	Cytoplasmic	62443.04	1 / 0	None
pspF	Transcriptional sigma 54-dependent activator of ps ... ...	Cytoplasmic	37563.32	0 / 0	None
ydfG	L-allo-threonine dehydrogenase; NADP+-dependent; o ... ...	Cytoplasmic	27249.03	0 / 0	None
hokA	Small toxic membrane polypeptide; homologous to pl ... ...	Membrane anchored	5998.32	1 / 1	None
yecC	predicted transporter subunit; ATP-binding compone ... ...	Cytoplasmic	27677.07	0 / 0	None
ybcB	Function unknown	Cytoplasmic	8036.26	0 / 0	None
ybcC	Function unknown	Cytoplasmic	10509.14	0 / 0	None
ybcD	Function unknown	Cytoplasmic	11479.4	0 / 0	None
renD	Phage lambda ren gene homolog in defective prophag ... ...	Cytoplasmic	5451.38	0 / 0	None
ppiC	Peptidylprolyl-cis-trans isomerase C	Cytoplasmic	10232.06	0 / 0	None
yifL	 The cellular location of this protein was experimentally confirmed Function unknown	Membrane Lipoprotein	7177.24	1 / 1	41.3%
yaeJ	Function unknown	Cytoplasmic	15623.11	0 / 0	None
rtcR	Transcriptional regulator for rtcAB	Cytoplasmic	60299.46	0 / 0	None
fadK	Acyl-CoA synthetase; anaerobic	Cytoplasmic	62759.61	0 / 0	None
ssuB	alkanesulfonate transporter subunit; ATP-binding c ... ...	Cytoplasmic	27738.19	0 / 0	None
ybgD	Function unknown	Periplasmic	19838.17	1 / 0	99.8%
yfaE	Function unknown	Cytoplasmic	9292.83	0 / 0	None
kduD	2-deoxy-D-gluconate 3-dehydrogenase	Cytoplasmic	27070.13	0 / 0	None
menF	Menaquinone pathway-specific isochorismate synthas ... ...	Cytoplasmic	40294.1	0 / 0	None
ygiL	Function unknown	Periplasmic	19494.07	1 / 0	100%
intB	P4-like integrase pseudogene	Cytoplasmic	45582.56	0 / 0	None
prkB	Putative phosphoribulokinase	Cytoplasmic	32344.1	0 / 0	58.8%
RsmE	Function unknown	Cytoplasmic	28053.48	0 / 0	None
cusA	component of copper/silver efflux system; member o ... ...	Integral Membrane Protein	114707.54	12 / 12	None
znuB	zinc transporter subunit; membrane component; memb ... ...	Integral Membrane Protein	27728.81	7 / 7	32.2%
ydjE	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	50318.18	12 / 12	None
intE	Integrase gene within defective prophage e14	Cytoplasmic	42799.13	0 / 0	None
nlpI	 The cellular location of this protein was experimentally confirmed Minor lipoprotein; mutation causes osmotic sensiti ... ...	Outer membrane Lipoprotein	33620.87	0 / 0	87.5%
xni	Exonuclease IX; a 3-5 exonuclease acting preferent ... ...	Cytoplasmic	31455.23	1 / 0	None
ygdH	Function unknown	Cytoplasmic	50972.12	0 / 0	None
yhfG	Function unknown	Cytoplasmic	6598.63	0 / 0	None
ycaI	Function unknown	Integral Membrane Protein	87305.5	10 / 7	None
yfeH	Function unknown	Integral Membrane Protein	36405.81	10 / 8	97.9%
yecD	Function unknown	Cytoplasmic	21741.81	0 / 0	None
yecE	Function unknown	Cytoplasmic	31479.17	0 / 0	None
gntT	gluconate transporter; high-affinity GNT I system; ... ...	Integral Membrane Protein	45966.85	11 / 11	None
nrdF	Nonessential ribonucleoside-diP reductase 2; subun ... ...	Cytoplasmic	36443.35	0 / 0	None
fxsA	Suppresses F exclusion of phage T7	Integral Membrane Protein	13849.26	2 / 3	None
ybcF	Probable carbonate kinase	Cytoplasmic	31644.22	0 / 0	None
rcsD	Facilitates intermediate phosphotransfer between r ... ...	Membrane anchored	100372.5	1 / 1	49.8%
gabC	Repressor of gabDTPC operon	Cytoplasmic	25716.83	0 / 0	None
ygaF	Function unknown	Cytoplasmic	48593.15	0 / 0	None
sfmF	Salmonella fimbriae gene homolog	Periplasmic	18222.71	1 / 0	100%
yjhA	Probable outer membrane porin. Function unknown	Periplasmic	28294.65	1 / 0	97.6%
ybfI	Function unknown	Cytoplasmic	5773.69	0 / 0	None
ydiE	Function unknown	Cytoplasmic	7117.18	0 / 0	None
ychM	predicted transporter; member of sulfate permease ... ...	Integral Membrane Protein	58385.09	10 / 11	None
ygjE	 The cellular location of this protein was experimentally confirmed Tartrate:succinate antiporter; member of the dival ... ...	Integral Membrane Protein	52906.67	11 / 12	None
msrB	Methionine sulfoxide reductase B; specific for met ... ...	Cytoplasmic	15451.25	0 / 0	None
ybgE	Function unknown; fourth gene in cydAB operon; exp ... ...	Integral Membrane Protein	10932.44	3 / 3	63.4%
yegE	Function unknown	Integral Membrane Protein	123887.57	11 / 11	None
ycbF	Function unknown	Periplasmic	26982.33	1 / 1	81.5%
dhaH	predicted dihydroxyacetone-specific HPr and EI com ... ...	Cytoplasmic	51580.0	0 / 0	None
mdtK	multidrug efflux system transporter; member of mul ... ...	Integral Membrane Protein	49447.3	12 / 12	43.7%
yfgB	Function unknown	Cytoplasmic	43085.73	0 / 0	None
chaB	Accessory and regulatory protein for chaA	Cytoplasmic	8944.84	0 / 0	None
chaC	Accessory and regulatory protein for chaA	Cytoplasmic	26441.56	0 / 0	None
ychN	Function unknown	Cytoplasmic	12692.8	0 / 0	None
ychO	Function unknown	Cytoplasmic	47023.14	0 / 0	None
ybiH	Function unknown	Cytoplasmic	25437.3	0 / 0	None
iaaA	isoAsp aminopeptidase	Cytoplasmic	33394.13	0 / 0	None
aegA	Putative oxidoreductase; Fe-S subunit; induced by ... ...	Cytoplasmic	71844.3	0 / 0	None
yffH	Function unknown	Cytoplasmic	21748.73	0 / 0	None
rfbD	dTDP-L-rhamnose synthetase	Cytoplasmic	32694.22	0 / 0	None
rfbB	TDP-glucose oxidoreductase-4;6 dehydratase	Cytoplasmic	40558.41	0 / 0	None
intS	Putative integrase gene within defective prophage ... ...	Cytoplasmic	44061.18	0 / 0	None
gatA	galactitol-specific enzyme IIA component of PTS; m ... ...	Cytoplasmic	16907.51	0 / 0	None
gatB	galactitol-specific enzyme IIB component of PTS; m ... ...	Cytoplasmic	10222.1	0 / 0	99.8%
gatC	galactitol-specific enzyme IIC component of PTS; m ... ...	Integral Membrane Protein	48365.24	11 / 11	None
gatD	Galactitol-1-phosphate dehydrogenase	Cytoplasmic	37390.28	1 / 0	None
gatZ	Subunit required for full activity and stabilty of ... ...	Cytoplasmic	47108.89	0 / 0	None
gatY	D-Tagatose-1;6-bisphosphate aldolase; class II; re ... ...	Cytoplasmic	31071.41	0 / 0	None
yfdC	function unknown	Integral Membrane Protein	34503.33	6 / 6	None
ybiI	Function unknown	Cytoplasmic	9755.85	0 / 0	None
ybiJ	Function unknown	Periplasmic	8567.77	1 / 1	99.7%
tauD	Taurine/alpha-ketoglutarate dioxygenase	Cytoplasmic	32409.57	0 / 0	None
prmC	Release factor (RF1; RF2) glutamine methyltransfer ... ...	Cytoplasmic	30975.1	0 / 0	None
ogrK	Positive regulator of P2 growth (insertion of P2 o ... ...	Cytoplasmic	8429.73	0 / 0	None
modA	 The cellular location of this protein was experimentally confirmed molybdate transporter subunit; periplasmic-binding ... ...	Periplasmic	27364.28	1 / 0	99.9%
ybaJ	Function unknown	Cytoplasmic	14557.45	0 / 0	None
ycjC	Function unknown	Cytoplasmic	20091.63	0 / 0	None
ydiF	Function unknown	Cytoplasmic	57562.46	0 / 0	None
rluB	23S rRNA pseudouridine synthase; specific for the ... ...	Cytoplasmic	32711.47	0 / 0	None
ecfG	Function unknown; rpoE regulon; required for growt ... ...	Membrane anchored	23076.45	1 / 1	98.9%
ecfE	Inner membrane zinc metalloprotease; activates Rpo ... ...	Integral Membrane Protein	49071.46	5 / 4	None
menE	o-Succinylbenzoate-CoA synthase	Cytoplasmic	50184.84	0 / 0	None
yfbB	Function unknown	Cytoplasmic	27682.46	0 / 0	None
yjfF	predicted sugar transporter subunit; membrane comp ... ...	Integral Membrane Protein	34011.56	9 / 8	54.4%
mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-mes ... ...	Cytoplasmic	49874.32	0 / 0	46.1%
yfjD	Function unknown; four transmembrane helices predi ... ...	Integral Membrane Protein	47161.43	3 / 3	None
yggL	Function unknown	Cytoplasmic	13979.88	0 / 0	None
ycfJ	Putative periplasmic protein; umoD homolog	Membrane anchored	18920.49	1 / 1	65.2%
yfiK	 The cellular location of this protein was experimentally confirmed neutral amino-acid efflux system; member of RhtB f ... ...	Integral Membrane Protein	21248.39	6 / 6	None
yfiL	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	14823.74	0 / 0	None
speG	Spermidine acetyltransferase	Cytoplasmic	21887.08	0 / 0	None
ybcH	Function unknown	Periplasmic	33056.88	1 / 1	96.7%
prmB	50S subunit L3 protein glutamine methyltransferase	Cytoplasmic	47762.51	0 / 0	None
norW	NADH:flavoruberedoxin reductase	Cytoplasmic	41403.75	0 / 0	None
rspA	Prevents homoserine lactone-induced synthesis of R ... ...	Cytoplasmic	45968.67	0 / 0	None
rspB	Function unknown; transcribed with rspA; starvatio ... ...	Cytoplasmic	36564.25	0 / 0	None
yjgD	Function unknown	Cytoplasmic	15602.77	0 / 0	None
ybaK	Function unknown; low abundance protein; homologou ... ...	Cytoplasmic	17092.97	0 / 0	None
ygeD	predicted membrane protein	Integral Membrane Protein	41655.79	12 / 10	None
xasA	predicted glutamate:gamma-aminobutyric acid antipo ... ...	Integral Membrane Protein	55076.9	12 / 12	90.5%
ydgA	Function unknown	Cytoplasmic	54689.15	1 / 1	80.8%
alsB	 The cellular location of this protein was experimentally confirmed D-allose transporter subunit; periplasmic-binding ... ...	Periplasmic	32910.01	1 / 1	98.8%
rpiR	Repressor for als operon and rpiB	Cytoplasmic	33507.67	0 / 0	None
yjcZ	Function unknown	Cytoplasmic	31760.58	0 / 0	None
aniC	arginine:agmatine antiporter; member of amino-acid ... ...	Integral Membrane Protein	46842.84	12 / 12	None
yjdF	Function unknown	Integral Membrane Protein	23442.1	6 / 6	96.6%
dcuR	C4-dicarboxylate regulation of anaerobic fumurate ... ...	Cytoplasmic	27488.54	0 / 0	None
dcuS	C4-dicarboxylate regulation of anaerobic fumurate ... ...	Integral Membrane Protein	60550.86	3 / 2	37.7%
yjdI	Function unknown	Cytoplasmic	8549.93	0 / 0	None
yjdJ	Putative acetyltransferase	Cytoplasmic	10468.09	0 / 0	None
yjdK	Function unknown	Cytoplasmic	11468.02	0 / 0	None
dtpC	Peptide transporter; member of proton-dependent ol ... ...	Integral Membrane Protein	53054.88	14 / 14	None
yjeH	predicted transporter; member of amino-acid-polyam ... ...	Integral Membrane Protein	44777.77	11 / 11	95.7%
yjeI	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	13064.78	0 / 0	38.1%
yjeJ	Function unknown	Cytoplasmic	32947.07	0 / 0	None
yjeK	Function unknown	Cytoplasmic	38749.76	0 / 0	None
blc	 The cellular location of this protein was experimentally confirmed Outer membrane lipoprotein (a lipocalin) induced i ... ...	Outer membrane Lipoprotein	19851.66	0 / 0	64.5%
yjeM	predicted transporter; member of amino-acid-polyam ... ...	Integral Membrane Protein	56317.16	12 / 12	88.6%
yjeN	Function unknown	Cytoplasmic	11818.61	0 / 0	None
yjeO	Function unknown	Integral Membrane Protein	12638.2	3 / 3	79.1%
yjeP	predicted mechanosensitive channel; member of smal ... ...	Integral Membrane Protein	123968.03	13 / 11	99.2%
yjeQ	Essential GTPase that interacts with the 30S ribos ... ...	Cytoplasmic	37682.66	0 / 0	None
orn	3 to 5 oligoribonuclease	Cytoplasmic	23463.69	0 / 0	None
yjeS	Function unknown	Cytoplasmic	43073.09	0 / 0	None
yjeT	Function unknown	Integral Membrane Protein	7165.83	2 / 2	None
rlmB	rRNA Gm2252 methyltransferase; non-essential gene	Cytoplasmic	26556.74	0 / 0	None
yjfI	Function unknown	Cytoplasmic	14935.06	0 / 0	None
yjfJ	Function unknown	Cytoplasmic	25333.6	0 / 0	None
yjfK	Function unknown	Cytoplasmic	25009.03	0 / 0	None
yjfL	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	14223.9	4 / 4	None
yjfM	Function unknown	Cytoplasmic	23351.83	1 / 0	None
yjfO	Function unknown	Outer membrane Lipoprotein	16033.72	1 / 1	50.5%
yjfP	Function unknown	Cytoplasmic	27588.51	1 / 0	None
yjfQ	Function unknown	Cytoplasmic	27602.0	0 / 0	None
yjfR	Function unknown	Cytoplasmic	40263.1	0 / 0	None
ulaA	L-ascorbate-specific enzyme IIC component of PTS; ... ...	Integral Membrane Protein	52950.44	11 / 10	None
ulaB	L-ascorbate-specific enzyme IIB component of PTS; ... ...	Cytoplasmic	10895.67	0 / 0	None
ulaC	L-ascorbate-specific enzyme IIA component of PTS; ... ...	Cytoplasmic	17237.59	0 / 0	None
ulaD	3-keto-L-gulonate-6-phosphate decarboxylase; invol ... ...	Cytoplasmic	23578.17	0 / 0	None
ulaE	L-xylulose 5-phosphate 3-epimerase; involved in th ... ...	Cytoplasmic	32006.77	0 / 0	None
ulaF	L-ribulose 5-phosphate 4-epimerase; involved in th ... ...	Cytoplasmic	25277.82	0 / 0	None
yjfY	Function unknown	Periplasmic	10149.39	1 / 0	100%
yjfZ	Function unknown	Cytoplasmic	29739.57	0 / 0	None
ytfA	Function unknown	Cytoplasmic	12247.12	1 / 0	None
ytfB	Function unknown	Cytoplasmic	24939.04	1 / 0	None
fklB	FKBP-type peptidyl-prolyl cis-trans isomerase; con ... ...	Cytoplasmic	28251.4	0 / 0	None
cycA	D-alanine/D-serine/glycine transporter; member of ... ...	Integral Membrane Protein	51659.9	12 / 12	None
ytfE	Function unknown	Cytoplasmic	24882.74	0 / 0	None
ytfF	predicted membrane protein	Integral Membrane Protein	35536.09	10 / 10	None
ytfG	Function unknown	Cytoplasmic	29733.57	0 / 0	None
ytfH	Function unknown	Cytoplasmic	17560.4	0 / 0	None
ytfI	Function unknown	Cytoplasmic	35934.99	0 / 0	None
ecfJ	 The cellular location of this protein was experimentally confirmed Function unknown; rpoE regulon; periplasmic protei ... ...	Periplasmic	20420.6	0 / 0	77%
ytfK	Function unknown	Cytoplasmic	9635.54	0 / 0	None
ytfL	Function unknown	Integral Membrane Protein	49762.91	4 / 4	95.3%
ytfM	Function unknown	Outer Membrane ß-barrel protein	64796.34	0 / 0	99.5%
ytfN	Function unknown	Membrane anchored	136780.23	1 / 1	72.4%
ytfP	Function unknown	Cytoplasmic	12866.46	0 / 0	None
ytfQ	 The cellular location of this protein was experimentally confirmed predicted sugar transporter subunit; periplasmic-b ... ...	Periplasmic	34344.77	1 / 1	99.9%
ytfR	predicted sugar transporter subunit; ATP-binding c ... ...	Cytoplasmic	55260.21	0 / 0	None
ytfT	predicted sugar transporter subunit; membrane comp ... ...	Integral Membrane Protein	35659.13	10 / 9	None
yjfN	Function unknown	Periplasmic	11024.52	0 / 0	72.7%
garD	D-galactarate dehydratase; uxaA paralog; contains ... ...	Cytoplasmic	56401.79	0 / 0	None
nrdG	NrdD activating enzyme; generating glycyl radical	Cytoplasmic	17445.99	0 / 0	None
yjgF	Function unknown; serine sensitivity; Salmonella o ... ...	Cytoplasmic	15170.43	0 / 0	None
mgtA	magnesium transporter; member of P-type ATPase sup ... ...	Integral Membrane Protein	99466.87	9 / 7	None
yjgH	Function unknown	Cytoplasmic	14590.31	0 / 0	None
yjgI	Function unknown	Cytoplasmic	24598.24	1 / 0	None
yjgJ	Function unknown	Cytoplasmic	9306.57	0 / 0	None
yjgK	Putative glycosyl hydrolase beta subunit; paralogo ... ...	Cytoplasmic	17253.9	0 / 0	None
yjgL	Function unknown	Cytoplasmic	71088.78	0 / 0	None
yjgM	Putative acetyltransferase	Cytoplasmic	18622.51	0 / 0	None
yjgN	Function unknown	Integral Membrane Protein	44899.82	8 / 8	None
yjgP	Function unknown	Integral Membrane Protein	40357.83	6 / 6	None
yjgQ	Function unknown	Integral Membrane Protein	39749.99	6 / 6	None
yjgR	Function unknown	Cytoplasmic	54332.46	0 / 0	None
idnR	idn operon regulator	Cytoplasmic	37567.39	1 / 0	None
idnT	 The cellular location of this protein was experimentally confirmed predicted L-idonate and D-gluconate transporter; m ... ...	Integral Membrane Protein	46041.49	10 / 12	87.6%
idnO	5-keto-D-gluconate 5-reductase	Cytoplasmic	27562.81	1 / 0	None
idnD	L-idonate 5-dehydrogenase	Cytoplasmic	37146.78	0 / 0	None
yjgX	Function unknown	Cytoplasmic	16384.3	0 / 0	None
yjhB	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	46556.61	12 / 11	None
yjhC	Putative oxidoreductase	Cytoplasmic	41890.32	0 / 0	None
yjhD	Function unknown	Cytoplasmic	13650.95	0 / 0	None
yjhE	Function unknown	Integral Membrane Protein	7136.52	2 / 2	None
yjhF	predicted transporter; member of the gluconate:pro ... ...	Integral Membrane Protein	47004.02	11 / 12	None
yjhG	Function unknown	Cytoplasmic	70017.12	0 / 0	None
yjhH	Function unknown	Cytoplasmic	34869.13	0 / 0	None
yjhI	Function unknown	Cytoplasmic	29876.75	0 / 0	None
sgcR	Putative sgc cluster transcriptional regulator	Cytoplasmic	29267.84	0 / 0	None
sgcE	Putative pentose-5-phosphate 3-epimerase	Cytoplasmic	23214.55	0 / 0	None
sgcA	Putative phosphotransferase enzyme IIA	Cytoplasmic	15637.82	0 / 0	None
sgcQ	Putative gene in sgc gene cluster; function unknow ... ...	Cytoplasmic	29354.84	0 / 0	None
sgcC	Putative phosphotransferase enzyme IIC	Integral Membrane Protein	46684.58	11 / 11	None
sgcX	predicted endoglucanase with Zn-dependent exopepti ... ...	Cytoplasmic	41729.24	0 / 0	None
yjhP	Function unknown; putative SAM-dependent methyltra ... ...	Cytoplasmic	27354.12	0 / 0	None
yjhQ	Putative acetyltransferase	Cytoplasmic	19956.99	0 / 0	None
yjhR	Function unknown	Cytoplasmic	37997.35	0 / 0	None
yjhS	Function unknown	Cytoplasmic	36878.1	0 / 0	None
yjhT	Function unknown	Periplasmic	43667.2	1 / 0	99.2%
gntP	 The cellular location of this protein was experimentally confirmed gluconate transporter; member of the gluconate:pro ... ...	Integral Membrane Protein	47138.17	13 / 13	None
yjiC	Function unknown	Cytoplasmic	30592.99	2 / 0	None
yjiD	Function unknown	Cytoplasmic	15162.5	0 / 0	None
yjiE	Function unknown	Cytoplasmic	34710.84	0 / 0	None
iadA	Isoaspartyl dipeptidase	Cytoplasmic	41084.06	0 / 0	None
yjiG	Function unknown	Integral Membrane Protein	16193.53	4 / 3	None
yjiH	Function unknown	Integral Membrane Protein	24194.06	4 / 4	None
kptA	2-phosphotransferase; ligated tRNA substrate in vi ... ...	Cytoplasmic	24556.32	0 / 0	None
yjiJ	predicted membrane protein	Integral Membrane Protein	41360.79	12 / 12	None
yjiK	Function unknown	Membrane anchored	35957.3	1 / 2	None
