Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id
b1835,P76273,rsmF,Ribosomal RNA small subunit methyltransferase F,REP-2frx,2frx-A_clean.pdb,Protein Data Bank,53226.8969,6.11E-08,103,Cytosol,iJL1678,x,,,iML1515_v1
b1836,P64503,yebV,Uncharacterized protein YebV,REP-E01744,E01744_clean-X_clean.pdb,metaTASSER,8752.7064,5.10E-08,86,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1837,P76275,yebW,Uncharacterized protein YebW,REP-E01745,E01745_clean-X_clean.pdb,metaTASSER,7315.1662,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1838,P55798,pphA,Serine/threonine-protein phosphatase 1,REP-8_218_1g5b.1.A_59cab7e9c730d4536f671ef9,b1838_8_218_1g5b_clean.pdb,SWISS-MODEL,25273.5414,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1839,P64506,yebY,Uncharacterized protein YebY,REP-E01747,E01747_clean-X_clean.pdb,metaTASSER,12378.2894,5.94E-06,1319,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b1840,P76278,yebZ,Inner membrane protein YebZ,REP-E01748,E01748_clean-X_clean.pdb,metaTASSER,32525.9491,0,,Inner_Membrane,EchoLOCATION experimental,,,,iML1515_v1
b1841,P0AA57,yobA,Protein YobA,REP-27_124_1ot4.1.A_59ce07ab14055034ebdc316f,b1841_27_124_1ot4_clean.pdb,SWISS-MODEL,13410.041,1.17E-06,259,Periplasm,Heinemann 2016,,,,iML1515_v1
b1842,P0ABS8,holE,DNA polymerase III subunit theta,REP-1du2,1du2-A_clean.pdb,Protein Data Bank,8846.1887,2.43E-08,41,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1843,P76280,yobB,Uncharacterized protein YobB,REP-1_208_5h8k.1.B_59cabacdc730d41bc094234d,b1843_1_208_5h8k_clean.pdb,SWISS-MODEL,24394.7836,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1844,P0AEK0,exoX,Exodeoxyribonuclease 10,REP-E01752,E01752_clean-X_clean.pdb,metaTASSER,25132.8031,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1845,P24555,ptrB,Protease 2,REP-3_680_2xe4.1.A_59cb99231405500b0a960d9d,b1845_3_680_2xe4_clean.pdb,SWISS-MODEL,79489.5708,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1846,P33218,yebE,Inner membrane protein YebE,REP-E01754,E01754_clean-X_clean.pdb,metaTASSER,23686.5477,0.000196607,123,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1847,P33219,yebF,Protein YebF,REP-2lqv,2lqv-A_clean.pdb,Protein Data Bank,12961.5778,,263,Extracellular,Heinemann 2016,,,,iML1515_v1
b1848,P0ACY9,yebG,Uncharacterized protein YebG,REP-E01756,E01756_clean-X_clean.pdb,metaTASSER,10716.8885,1.71E-07,288,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1849,P33221,purT,Formate-dependent phosphoribosylglycinamide formyltransferase,REP-1eyz,1eyz-A_clean.pdb,Protein Data Bank,42433.1807,8.97E-07,1513,Cytosol,iJL1678,x,,,iML1515_v1
b1850,P0A955,eda,KHG/KDPG aldolase,REP-1wbh,1wbh-A_clean.pdb,Protein Data Bank,22283.7565,1.81E-06,3059,Cytosol,iJL1678,x,,,iML1515_v1
b1851,P0ADF6,edd,Phosphogluconate dehydratase,REP-2_598_2gp4.1.A_59cb34cbafa3583eb123828c,b1851_2_598_2gp4_clean.pdb,SWISS-MODEL,64638.3097,3.68E-08,62,Cytosol,iJL1678,x,,,iML1515_v1
b1852,P0AC53,zwf,Glucose-6-phosphate 1-dehydrogenase,REP-8_488_5ukw.1.A_59ca366dc730d463a2099193,b1852_8_488_5ukw_clean.pdb,SWISS-MODEL,55703.7783,8.02E-07,1352,Cytosol,iJL1678,x,,,iML1515_v1
b1853,P46118,hexR,HTH-type transcriptional regulator HexR,REP-2_274_4ivn.1.A_59fcc1d2573f2074386cc326,b1853_2_274_4ivn_clean.pdb,SWISS-MODEL,31975.2198,2.25E-08,38,Cytosol,Arbitrary assignment,x,,,iML1515_v1
b1854,P21599,pykA,Pyruvate kinase II,REP-5_480_2e28.1.A_59ca2476c730d45661098ab2,b1854_5_480_2e28_clean.pdb,SWISS-MODEL,51356.5887,7.73E-07,1303,Cytosol,iJL1678,x,,,iML1515_v1
b1855,P24205,lpxM,Lipid A biosynthesis myristoyltransferase,REP-26_317_5knk.1.A_59f26c0c573f20421171b8ac,b1855_26_317_5knk_clean.pdb,SWISS-MODEL,37409.9518,4.79529E-05,30,Inner_Membrane,iJL1678,x,,,iML1515_v1
b1856,P0AFS9,mepM,Murein DD-endopeptidase MepM,REP-E01764,E01764_clean-X_clean.pdb,metaTASSER,49057.1537,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1857,P39172,znuA,High-affinity zinc uptake system protein ZnuA,REP-2prs,2prs-A_clean.pdb,Protein Data Bank,33776.9628,1.67E-06,372,Periplasm,iJL1678,,,,iML1515_v1
b1858,P0A9X1,znuC,Zinc import ATP-binding protein ZnuC,REP-E01766,E01766_clean-X_clean.pdb,metaTASSER,27867.1358,,,Cytosol,iJL1678,,,,iML1515_v1
b1859,P39832,znuB,High-affinity zinc uptake system membrane protein ZnuB,REP-E01767,E01767_clean-X_clean.pdb,metaTASSER,27728.3413,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1860,P0A812,ruvB,Holliday junction ATP-dependent DNA helicase RuvB,REP-22_334_1hqc.2.A_59f2660d7aaa0d35e18a804d,b1860_22_334_1hqc_clean.pdb,SWISS-MODEL,37173.3297,4.74E-08,80,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1861,P0A809,ruvA,Holliday junction ATP-dependent DNA helicase RuvA,REP-1cuk,1cuk-A_clean.pdb,Protein Data Bank,22085.4215,4.74E-08,80,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1862,P24238,yebB,Uncharacterized protein YebB,REP-7_188_2if6.1.A_59cb3490afa35811e503bb5a,b1862_7_188_2if6_clean.pdb,SWISS-MODEL,22703.7284,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1863,P0A814,ruvC,Crossover junction endodeoxyribonuclease RuvC,REP-1hjr,1hjr-A_clean.pdb,Protein Data Bank,18746.5509,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1864,P0A8A0,yebC,Probable transcriptional regulatory protein YebC,REP-1kon,1kon-A_clean.pdb,Protein Data Bank,26422.2838,4.15E-07,699,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1865,P0AFC0,nudB,Dihydroneopterin triphosphate diphosphatase,REP-2o1c,2o1c-A_clean.pdb,Protein Data Bank,17305.5531,,,Cytosol,iJL1678,,,,iML1515_v1
b1866,P21889,aspS,Aspartate--tRNA ligase,REP-1il2,1il2-A_clean.pdb,Protein Data Bank,65912.6907,1.23E-06,2069,Cytosol,iJL1678,x,,,iML1515_v1
b1867,P0ADI7,yecD,Isochorismatase family protein YecD,REP-1j2r,1j2r-A_clean.pdb,Protein Data Bank,20451.9784,1.19E-09,2,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1868,P37348,yecE,UPF0759 protein YecE,REP-1_270_1ztv.1.A_59b3b0fa1405503ad4e672a9,b1868_1_270_1ztv_clean.pdb,SWISS-MODEL,31478.6901,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1869,P64515,yecN,Inner membrane protein YecN,REP-2_119_3b29.1.A_59cc1b71e6291d05b00268a6,b1869_2_119_3b29_clean.pdb,SWISS-MODEL,15226.1217,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1870,P76290,cmoA,Carboxy-S-adenosyl-L-methionine synthase,REP-4iwn,4iwn-A_clean.pdb,Protein Data Bank,27776.3354,8.07E-08,136,Cytosol,iJL1678,x,,,iML1515_v1
b1871,P76291,cmoB,tRNA U34 carboxymethyltransferase,REP-4qnx,4qnx-A_clean.pdb,Protein Data Bank,37006.1154,1.96E-08,33,Cytosol,iJL1678,x,,,iML1515_v1
b1872,P46923,torZ,Trimethylamine-N-oxide reductase 2,REP-37_807_1eu1.1.A_59cc1709e6291d32e744a967,b1872_37_807_1eu1_clean.pdb,SWISS-MODEL,88962.9402,,,Periplasm,iJL1678,,,,iML1515_v1
b1873,P52005,torY,Cytochrome c-type protein TorY,REP-E01782,E01782_clean-X_clean.pdb,metaTASSER,40285.9907,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1874,P67826,cutC,Copper homeostasis protein CutC,REP-1x8c,1x8c-A_clean.pdb,Protein Data Bank,26761.4826,4.03E-08,68,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1875,P52007,yecM,Protein YecM,REP-1k4n,1k4n-A_clean.pdb,Protein Data Bank,21204.7533,7.41E-08,125,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1876,P11875,argS,Arginine--tRNA ligase,REP-4oby,4oby-A_clean.pdb,Protein Data Bank,64682.2167,4.57E-07,771,Cytosol,iJL1678,x,,,iML1515_v1
b1877,P76296,yecT,Uncharacterized protein YecT,REP-27_152_6ar7.1.A_59cbd0fa7aaa0d39a8f2ee02,b1877_27_152_6ar7_clean.pdb,SWISS-MODEL,18884.9863,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b1878,P76297,flhE,Flagellar protein FlhE,REP-17_130_4qxl.1.A_59cc16fbe6291d32e744a673,b1878_17_130_4qxl_clean.pdb,SWISS-MODEL,14059.255,1.04E-07,23,Periplasm,EchoLOCATION predicted,,,,iML1515_v1
b1879,P76298,flhA,Flagellar biosynthesis protein FlhA,REP-FLHA_ECOLI,FLHA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,74841.935,0.000203001,127,Inner_Membrane,EchoLOCATION predicted,x,,,iML1515_v1
b1880,P76299,flhB,Flagellar biosynthetic protein FlhB,REP-E01789,E01789_clean-X_clean.pdb,metaTASSER,42237.2754,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1881,P0A9H9,cheZ,Protein phosphatase CheZ,REP-1kmi,1kmi-Z_clean.pdb,Protein Data Bank,23975.7632,1.80E-06,3042,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1882,P0AE67,cheY,Chemotaxis protein CheY,REP-3rvq,3rvq-A_clean.pdb,Protein Data Bank,14097.2102,8.95E-06,15097,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1883,P07330,cheB,Chemotaxis response regulator protein-glutamate methylesterase,REP-1a2o,1a2o-A_clean.pdb,Protein Data Bank,37467.3337,6.17E-08,104,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1884,P07364,cheR,Chemotaxis protein methyltransferase,REP-1af7,1af7-A_clean.pdb,Protein Data Bank,32849.0336,3.97E-08,67,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1885,P07018,tap,Methyl-accepting chemotaxis protein IV,REP-E01794,E01794_clean-X_clean.pdb,metaTASSER,57511.2499,0.000615396,385,Inner_Membrane,EchoLOCATION predicted,x,,,iML1515_v1
b1886,P07017,tar,Methyl-accepting chemotaxis protein II,REP-E01795,E01795_clean-X_clean.pdb,metaTASSER,59943.0012,0.006062849,3793,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1887,P0A964,cheW,Chemotaxis protein CheW,REP-2ho9,2ho9-A_clean.pdb,Protein Data Bank,18083.573,7.26E-06,12248,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1888,P07363,cheA,Chemotaxis protein CheA,REP-CHEA_ECOLI,CHEA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,71381.5507,3.56E-09,6,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1889,P0AF06,motB,Motility protein B,REP-E01798,E01798_clean-X_clean.pdb,metaTASSER,34185.6888,0.000172631,108,Inner_Membrane,EchoLOCATION experimental,x,,,iML1515_v1
b1890,P09348,motA,Motility protein A,REP-E01799,E01799_clean-X_clean.pdb,metaTASSER,32011.0656,0.000209394,131,Inner_Membrane,EchoLOCATION predicted,x,,,iML1515_v1
b1891,P0ABY7,flhC,Flagellar transcriptional regulator FlhC,REP-E01800,E01800_clean-X_clean.pdb,metaTASSER,21565.8754,5.34E-09,9,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1892,P0A8S9,flhD,Flagellar transcriptional regulator FlhD,REP-2avu,2avu-B_clean.pdb,Protein Data Bank,13316.2542,1.01E-08,17,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1893,P0CF28,insB5,Insertion element IS1 5 protein InsB,,,,19564.3535,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1894,P0CF11,insA5,Insertion element IS1 5 protein InsA,REP-INSA6_ECOLI,INSA6_ECOLI_model1_clean-X_clean.pdb,I-TASSER,9868.2797,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1895,P46888,uspC,Universal stress protein C,REP-3_141_1jmv.1.A_59cc019b1405501a6139f77f,b1895_3_141_1jmv_clean.pdb,SWISS-MODEL,15632.7448,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1896,P31677,otsA,Trehalose-6-phosphate synthase,REP-1uqt,1uqt-A_clean.pdb,Protein Data Bank,53610.4896,1.42E-08,24,Cytosol,iJL1678,x,,,iML1515_v1
b1897,P31678,otsB,Trehalose-6-phosphate phosphatase,REP-14_246_5dxo.1.A_59ca16c0c730d42fcef5f151,b1897_14_246_5dxo_clean.pdb,SWISS-MODEL,29174.9351,,,Cytosol,iJL1678,,,,iML1515_v1
b1900,P0AAF3,araG,Arabinose import ATP-binding protein AraG,REP-6_486_4fin.1.B_59ca57fbc730d446b09b4d89,b1900_6_486_4fin_clean.pdb,SWISS-MODEL,55017.588,,,Cytosol,iJL1678,,,,iML1515_v1
b1901,P02924,araF,L-arabinose-binding periplasmic protein,REP-8abp,8abp-A_clean.pdb,Protein Data Bank,35540.4878,4.50E-09,1,Periplasm,iJL1678,,,,iML1515_v1
b1902,P0A9A2,ftnB,Bacterial non-heme ferritin-like protein,REP-2_163_4ztt.1.A_59cbd0f57aaa0d39a8f2ed98,b1902_2_163_4ztt_clean.pdb,SWISS-MODEL,18894.2627,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1904,P76308,yecR,Uncharacterized protein YecR,REP-E01813,E01813_clean-X_clean.pdb,metaTASSER,11741.3086,,235,Outer_Membrane,EchoLOCATION experimental,,,,iML1515_v1
b1905,P0A998,ftnA,Bacterial non-heme ferritin,REP-1eum,1eum-A_clean.pdb,Protein Data Bank,19423.5929,1.44E-06,2435,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1906,P46887,yecH,Uncharacterized protein YecH,REP-E01815,E01815_clean-X_clean.pdb,metaTASSER,8628.6832,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1907,P0AAD4,tyrP,Tyrosine-specific transport protein,REP-E01816,E01816_clean-X_clean.pdb,metaTASSER,42818.5959,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1908,P0AD05,yecA,Uncharacterized protein YecA,REP-E01817,E01817_clean-X_clean.pdb,metaTASSER,25038.9985,3.21E-07,542,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1912,P0ABF8,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,REP-3_181_5d92.1.A_59cb6a3dc730d44ddfab0fd6,b1912_3_181_5d92_clean.pdb,SWISS-MODEL,20700.3721,0,,Inner_Membrane,iJL1678,,,,iML1515_v1
b1913,P0A8G0,uvrC,UvrABC system protein C,REP-UVRC_ECOLI,UVRC_ECOLI_model1_clean-X_clean.pdb,I-TASSER,68187.2033,2.37E-09,4,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1914,P0AED5,uvrY,Response regulator UvrY,REP-2_209_2oqr.1.A_59cab757c730d432eb9d2b26,b1914_2_209_2oqr_clean.pdb,SWISS-MODEL,23892.4032,6.88E-08,116,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1915,P0AD07,yecF,Uncharacterized protein YecF,REP-E01821,E01821_clean-X_clean.pdb,metaTASSER,8238.4733,8.30E-08,140,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1916,P07026,sdiA,Regulatory protein SdiA,REP-4lfu,4lfu-A_clean.pdb,Protein Data Bank,28117.0561,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1917,P37774,yecC,L-cystine transport system ATP-binding protein YecC,REP-2_248_1b0u.1.A_59ca4a0ac730d40e03cc587d,b1917_2_248_1b0u_clean.pdb,SWISS-MODEL,27676.6514,0.000541868,339,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1918,P0AFT2,yecS,L-cystine transport system permease protein YecS,REP-1_215_4yms.1.C_59caae4814055011d0e8ce9e,b1918_1_215_4yms_clean.pdb,SWISS-MODEL,24800.9561,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1919,P76316,dcyD,D-cysteine desulfhydrase,REP-4d9f,4d9f-A_clean.pdb,Protein Data Bank,35152.8887,7.93E-07,1337,Cytosol,iJL1678,x,,,iML1515_v1
b1920,P0AEM9,fliY,L-cystine-binding protein FliY,REP-E01826,E01826_clean-X_clean.pdb,metaTASSER,29038.8289,4.97E-05,11047,Periplasm,Heinemann 2016,,,,iML1515_v1
b1921,P52627,fliZ,Regulator of sigma S factor FliZ,REP-E01827,E01827_clean-X_clean.pdb,metaTASSER,21657.5802,2.03E-07,343,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1922,P0AEM6,fliA,RNA polymerase sigma factor FliA,REP-11_237_4ylo.1.F_59ca674e7f4bf93ca8ee212b,b1922_11_237_4ylo_clean.pdb,SWISS-MODEL,27520.7733,6.43E-07,1084,Cytosol,iJL1678,x,,,iML1515_v1
b1923,P04949,fliC,Flagellin,REP-E01829,E01829_clean-X_clean.pdb,metaTASSER,51294.3572,,34900,Extracellular,Heinemann 2016,,,,iML1515_v1
b1924,P24216,fliD,Flagellar hook-associated protein 2,REP-E01830,E01830_clean-X_clean.pdb,metaTASSER,48455.8534,,78,Outer_Membrane,EchoLOCATION experimental,,,,iML1515_v1
b1925,P26608,fliS,Flagellar protein FliS,REP-22_126_1vh6.1.A_59cc19aee6291db813b2d18e,b1925_22_126_1vh6_clean.pdb,SWISS-MODEL,14949.9097,8.84E-08,149,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1926,P0ABY2,fliT,Flagellar protein FliT,REP-2_116_3a7m.1.B_59cc40bca52be7bef507f5a5,b1926_2_116_3a7m_clean.pdb,SWISS-MODEL,13828.6679,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1927,P26612,amyA,Cytoplasmic alpha-amylase,REP-3_490_1ud3.1.A_59ca3ba71405504d0035a822,b1927_3_490_1ud3_clean.pdb,SWISS-MODEL,56638.6894,1.54E-08,26,Cytosol,iJL1678,x,,,iML1515_v1
b1928,P31063,yedD,Uncharacterized lipoprotein YedD,REP-20_136_4hwm.1.A_59cc19aee6291db813b2d17e,b1928_20_136_4hwm_clean.pdb,SWISS-MODEL,14983.0928,,1397,Outer_Membrane,Heinemann 2016,,,,iML1515_v1
b1929,P31064,yedE,UPF0394 inner membrane protein YedE,REP-E01835,E01835_clean-X_clean.pdb,metaTASSER,44428.3677,2.39765E-05,15,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1930,P0AA31,yedF,Putative sulfur carrier protein YedF,REP-1je3,1je3-A_clean.pdb,Protein Data Bank,8638.9014,2.23E-07,376,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1931,P76318,yedK,Putative SOS response-associated peptidase YedK,REP-2icu,2icu-A_clean.pdb,Protein Data Bank,24978.9575,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1932,P76319,yedL,Uncharacterized N-acetyltransferase YedL,REP-E01838,E01838_clean-X_clean.pdb,metaTASSER,17891.2563,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1935,P76322,yedM,Uncharacterized protein YedM,,,,13396.0947,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1936,P76323,intG,Putative protein IntG,,,,10732.1766,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1937,P0A8T5,fliE,Flagellar hook-basal body complex protein FliE,REP-E01839,E01839_clean-X_clean.pdb,metaTASSER,11126.6492,1.13E-08,19,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1938,P25798,fliF,Flagellar M-ring protein,REP-E01840,E01840_clean-X_clean.pdb,metaTASSER,60588.3738,0.000343663,215,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1939,P0ABZ1,fliG,Flagellar motor switch protein FliG,REP-2_322_3hjl.1.A_59f24e72afa3583718ffc97a,b1939_2_322_3hjl_clean.pdb,SWISS-MODEL,36775.5418,0.001775857,1111,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1940,P31068,fliH,Flagellar assembly protein FliH,REP-E01842,E01842_clean-X_clean.pdb,metaTASSER,25049.8725,1.29E-07,217,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1941,P52612,fliI,Flagellum-specific ATP synthase,REP-5b0o,5b0o-A_clean.pdb,Protein Data Bank,49314.9895,3.86E-08,65,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1942,P52613,fliJ,Flagellar FliJ protein,REP-3ajw,3ajw-A_clean.pdb,Protein Data Bank,17306.3447,,8,Outer_Membrane,Heinemann 2016,,,,iML1515_v1
b1943,P52614,fliK,Flagellar hook-length control protein,REP-E01845,E01845_clean-X_clean.pdb,metaTASSER,39311.3073,0,0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1944,P0ABX8,fliL,Flagellar protein FliL,REP-E01846,E01846_clean-X_clean.pdb,metaTASSER,17220.6689,,712,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1945,P06974,fliM,Flagellar motor switch protein FliM,REP-E01847,E01847_clean-X_clean.pdb,metaTASSER,37848.6829,4.01E-07,676,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1946,P15070,fliN,Flagellar motor switch protein FliN,REP-5_137_4yxc.1.B_59cc1c1de6291d260024714f,b1946_5_137_4yxc_clean.pdb,SWISS-MODEL,14854.7232,2.67E-07,451,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1947,P22586,fliO,Flagellar protein FliO,REP-E01849,E01849_clean-X_clean.pdb,metaTASSER,12669.693,0.0003053,191,Inner_Membrane,EchoLOCATION predicted,x,,,iML1515_v1
b1948,P0AC05,fliP,Flagellar biosynthetic protein FliP,REP-E01850,E01850_clean-X_clean.pdb,metaTASSER,26928.0972,5.59451E-05,35,Inner_Membrane,EchoLOCATION predicted,x,,,iML1515_v1
b1949,P0AC07,fliQ,Flagellar biosynthetic protein FliQ,REP-E01851,E01851_clean-X_clean.pdb,metaTASSER,9631.787,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1950,P33135,fliR,Flagellar biosynthetic protein FliR,REP-E01852,E01852_clean-X_clean.pdb,metaTASSER,28542.2297,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1951,P0DMC9,rcsA,Transcriptional regulatory protein RcsA,REP-1_198_5hev.2.B_59cb0636573f202ecb31664c,b1951_1_198_5hev_clean.pdb,SWISS-MODEL,23516.1464,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1952,P0AEG8,dsrB,Protein DsrB,REP-1_61_2cp2.1.A_59cd4b22afa3583332e89f6f,b1952_1_61_2cp2_clean.pdb,SWISS-MODEL,6945.7524,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1953,P64519,yodD,Uncharacterized protein YodD,REP-E01855,E01855_clean-X_clean.pdb,metaTASSER,8579.1492,2.37E-09,4,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1955,P76329,yedP,Mannosyl-3-phosphoglycerate phosphatase,REP-E01856,E01856_clean-X_clean.pdb,metaTASSER,30438.9579,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1956,P76330,yedQ,Probable diguanylate cyclase YedQ,REP-E01857,E01857_clean-X_clean.pdb,metaTASSER,64282.1065,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1957,P64517,yodC,Uncharacterized protein YodC,REP-E01858,E01858_clean-X_clean.pdb,metaTASSER,6678.4087,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1958,P46125,yedI,Inner membrane protein YedI,REP-E01859,E01859_clean-X_clean.pdb,metaTASSER,32190.2632,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1959,P0AA70,yedA,Uncharacterized inner membrane transporter YedA,REP-11_288_5i20.1.A_59c98da7a52be713e3c7b946,b1959_11_288_5i20_clean.pdb,SWISS-MODEL,32193.5218,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1960,P09184,vsr,Very short patch repair protein,REP-1cw0,1cw0-A_clean.pdb,Protein Data Bank,18015.4138,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1961,P0AED9,dcm,DNA-cytosine methyltransferase,REP-3me5,3me5-A_clean.pdb,Protein Data Bank,53464.1455,8.90E-09,15,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1
b1962,P46144,yedJ,Uncharacterized protein YedJ,REP-3gw7,3gw7-A_clean.pdb,Protein Data Bank,25903.9699,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1963,P76334,yedR,Inner membrane protein YedR,REP-E01864,E01864_clean-X_clean.pdb,metaTASSER,13838.0347,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1967,P31658,hchA,Protein deglycase 1,REP-1n57,1n57-A_clean.pdb,Protein Data Bank,31190.083,6.76E-08,114,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1968,P76339,yedV,Probable sensor-like histidine kinase YedV,REP-E01866,E01866_clean-X_clean.pdb,metaTASSER,50849.0541,4.79529E-06,3,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1
b1969,P76340,yedW,Probable transcriptional regulatory protein YedW,REP-1_221_5ed4.2.A_59caa1067f4bf97250be9814,b1969_1_221_5ed4_clean.pdb,SWISS-MODEL,25017.443,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1
b1970,P76341,hiuH,5-hydroxyisourate hydrolase,REP-2igl,2igl-A_clean.pdb,Protein Data Bank,15459.4059,7.29E-07,162,Periplasm,Heinemann 2016,,,,iML1515_v1
b1971,P76342,msrP,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,REP-E01869,E01869_clean-X_clean.pdb,metaTASSER,37368.4641,2.70E-08,6,Periplasm,Heinemann 2016,,,,iML1515_v1
b1972,P76343,msrQ,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,REP-E01870,E01870_clean-X_clean.pdb,metaTASSER,24067.8441,,,Cytosol,Arbitrary assignment,,,,iML1515_v1
b1973,P76344,zinT,Metal-binding protein ZinT,REP-1txl,1txl-A_clean.pdb,Protein Data Bank,24761.5559,7.71E-09,13,Cytosol,Heinemann 2016,x,,,iML1515_v1
b1974,P76345,yodB,Cytochrome b561 homolog 1,REP-E01872,E01872_clean-X_clean.pdb,metaTASSER,20336.9592,0,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1
b1976,P76346,mtfA,Protein MtfA,REP-3khi,3khi-A_clean.pdb,Protein Data Bank,30278.7975,8.01E-08,135,Cytosol,Heinemann 2016,x,,,iML1515_v1
