 ,Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id,Copy_number2,NumUsed,Protein_stoichiometry,PDB_coverage,PDB_stoichiometry,PDB_quality,Localization_multiple,need_dummy,PRINCIPAL_VECTOR,OFFSET,JITTER_MAX,PRINCIPAL_VECTOR_source,TM1_residues,TM2_residues,molecules/sqA
3742,b3994,P30136,thiC,Phosphomethylpyrimidine synthase,REP-23_629_4s2a.1.A_59cb5c61c730d41d209cc5bc,b3994_23_629_4s2a_clean.pdb,SWISS-MODEL,70849.5592,,,Cytosol,iJL1678,,,,iML1515_v1,,0,b3994:1,complete,b3994_23_629_4s2a_clean.pdb:1,all-homology,,,,,,,,,
3743,b3995,P0AFX4,rsd,Regulator of sigma D,REP-2p7v,2p7v-A_clean.pdb,Protein Data Bank,18242.6201,1.9235492077050834e-07,205.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,205.0,0,b3995:1,complete,2p7v-A_clean.pdb:1,all-experimental,,,,,,,,,
3744,b3996,P32664,nudC,NADH pyrophosphatase,REP-1vk6,1vk6-A_clean.pdb,Protein Data Bank,29688.6063,3.997229085279832e-07,426.0,Cytosol,iJL1678,x,,,iML1515_v1,426.0,0,b3996:1,complete,1vk6-A_clean.pdb:1,all-experimental,,,,,,,,,
3745,b3997,P29680,hemE,Uroporphyrinogen decarboxylase,REP-3cyv,3cyv-A_clean.pdb,Protein Data Bank,39247.6756,1.876633373370813e-08,20.0,Cytosol,iJL1678,x,,,iML1515_v1,20.0,0,b3997:1,complete,3cyv-A_clean.pdb:1,all-experimental,,,,,,,,,
3746,b3998,P68739,nfi,Endonuclease V,REP-4xpu,4xpu-A_clean.pdb,Protein Data Bank,24672.2982,1.688970036033732e-08,18.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,18.0,0,b3998:1,complete,4xpu-A_clean.pdb:1,all-experimental,,,,,,,,,
3747,b3999,P32680,yjaG,Uncharacterized protein YjaG,REP-3_194_2q9r.1.A_59cb2b7bafa358bbf1141543,b3999_3_194_2q9r_clean.pdb,SWISS-MODEL,22612.4048,1.7640353709685643e-07,188.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,188.0,0,b3999:1,complete,b3999_3_194_2q9r_clean.pdb:1,all-homology,,,,,,,,,
3748,b4000,P0ACF0,hupA,DNA-binding protein HU-alpha,REP-1mul,1mul-A_clean.pdb,Protein Data Bank,9534.8632,0.00015676456884453088,167070.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,167070.0,0,b4000:1,complete,1mul-A_clean.pdb:1,all-experimental,,,,,,,,,
3749,b4001,P32681,yjaH,Uncharacterized protein YjaH,REP-E03766,E03766_clean-X_clean.pdb,metaTASSER,26317.1421,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4001:1,complete,E03766_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3750,b4002,P0AAA9,zraP,Zinc resistance-associated protein,REP-E03767,E03767_clean-X_clean.pdb,metaTASSER,15199.235,,,Periplasm,EchoLOCATION experimental,,,,iML1515_v1,,0,b4002:1,complete,E03767_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3751,b4003,P14377,zraS,Sensor protein ZraS,REP-E03768,E03768_clean-X_clean.pdb,metaTASSER,51031.1809,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4003:1,complete,E03768_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3752,b4004,P14375,zraR,Transcriptional regulatory protein ZraR,REP-6_441_5m7o.1.A_59fcb5b9eb80f7bff742b603,b4004_6_441_5m7o_clean.pdb,SWISS-MODEL,48393.965,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4004:1,complete,b4004_6_441_5m7o_clean.pdb:1,all-homology,,,,,,,,,
3753,b4005,P15640,purD,Phosphoribosylamine--glycine ligase,REP-1gso,1gso-A_clean.pdb,Protein Data Bank,45939.8369,0.0,2034.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,2034,b4005:1,complete,1gso-A_clean.pdb:1,all-experimental,,,,,,,,,
3754,b4006,P15639,purH,Bifunctional purine biosynthesis protein PurH,REP-6_529_1thz.1.A_59ca82c8ad01f0ac47264082,b4006_6_529_1thz_clean.pdb,SWISS-MODEL,57328.5567,2.1693881796166602e-06,2349.0,Cytosol,iJL1678,x,,,iML1515_v1,2312.0,37,b4006:1,complete,b4006_6_529_1thz_clean.pdb:1,all-homology,,,,,,,,,
3755,b4011,P09162,yjaA,Uncharacterized protein YjaA,REP-E03772,E03772_clean-X_clean.pdb,metaTASSER,14446.643,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4011:1,complete,E03772_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3756,b4012,P09163,yjaB,Uncharacterized N-acetyltransferase YjaB,REP-2kcw,2kcw-A_clean.pdb,Protein Data Bank,16446.5008,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4012:1,complete,2kcw-A_clean.pdb:1,all-experimental,,,,,,,,,
3757,b4013,P07623,metAS,Homoserine O-succinyltransferase,REP-2_297_2h2w.1.A_59f2b834a52be722c45b9569,b4013_2_297_2h2w_clean.pdb,SWISS-MODEL,35726.8399,0.0,2117.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,-1,b4013:1,complete,b4013_2_297_2h2w_clean.pdb:1,all-homology,,,,,,,,,
3758,b4014,P08997,aceB,Malate synthase A,REP-3cuz,3cuz-A_clean.pdb,Protein Data Bank,60272.8536,2.571926038204699e-06,2741.0,Cytosol,iJL1678,x,,,iML1515_v1,2741.0,0,b4014:1,complete,3cuz-A_clean.pdb:1,all-experimental,,,,,,,,,
3759,b4015,P0A9G6,aceA,Isocitrate lyase,REP-1igw,1igw-A_clean.pdb,Protein Data Bank,47520.9986,1.4420989157668013e-05,15369.0,Cytosol,iJL1678,x,,,iML1515_v1,15369.0,0,b4015:1,complete,1igw-A_clean.pdb:1,all-experimental,,,,,,,,,
3760,b4016,P11071,aceK,Isocitrate dehydrogenase kinase/phosphatase,REP-3lcb,3lcb-A_clean.pdb,Protein Data Bank,67697.7604,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4016:1,complete,3lcb-A_clean.pdb:1,all-experimental,,,,,,,,,
3761,b4017,P23325,arpA,Ankyrin repeat protein A,REP-ARPA_ECOLI,ARPA_ECOLI_model1_clean-X_clean.pdb,I-TASSER,82597.2784,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4017:1,complete,ARPA_ECOLI_model1_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3762,b4018,P16528,iclR,Transcriptional repressor IclR,REP-23_246_2ia2.1.B_59c9fe81a52be78e5de5c1c3,b4018_23_246_2ia2_clean.pdb,SWISS-MODEL,29738.9527,6.5682168067978465e-09,7.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,7.0,0,b4018:1,complete,b4018_23_246_2ia2_clean.pdb:1,all-homology,,,,,,,,,
3763,b4019,P13009,metH,Methionine synthase,REP-METH_ECOLI,METH_ECOLI_model1_clean-X_clean.pdb,I-TASSER,135995.4316,2.852482727523636e-07,304.0,Cytosol,iJL1678,x,,,iML1515_v1,304.0,0,b4019:1,complete,METH_ECOLI_model1_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3764,b4020,P0AF43,yjbB,Uncharacterized protein YjbB,REP-E03781,E03781_clean-X_clean.pdb,metaTASSER,59466.2837,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4020:1,complete,E03781_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3765,b4021,P0A7C6,pepE,Peptidase E,REP-1fye,1fye-A_clean.pdb,Protein Data Bank,24569.9529,2.3457917167135165e-08,25.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,25.0,0,b4021:1,complete,1fye-A_clean.pdb:1,all-experimental,,,,,,,,,
3766,b4022,P32684,rluF,23S rRNA pseudouridine(2604) synthase,REP-E03783,E03783_clean-X_clean.pdb,metaTASSER,32476.1706,8.5386818488372e-08,91.0,Cytosol,iJL1678,x,,,iML1515_v1,91.0,0,b4022:1,complete,E03783_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3767,b4023,P32685,yjbD,Uncharacterized protein YjbD,REP-E03784,E03784_clean-X_clean.pdb,metaTASSER,10531.9469,8.726345186174281e-08,93.0,Cytosol,Arbitrary assignment,x,,,iML1515_v1,93.0,0,b4023:1,complete,E03784_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3768,b4024,P08660,lysC,Lysine-sensitive aspartokinase 3,REP-2j0w,2j0w-A_clean.pdb,Protein Data Bank,48531.1434,2.0736798775747486e-06,2982.0,Cytosol,iJL1678,x,,,iML1515_v1,2210.0,772,b4024:1,complete,2j0w-A_clean.pdb:1,all-experimental,,,,,,,,,
3769,b4025,P0A6T1,pgi,Glucose-6-phosphate isomerase,REP-3nbu,3nbu-A_clean.pdb,Protein Data Bank,61529.0037,2.9322396458918954e-06,3225.0,Cytosol,iJL1678,x,,,iML1515_v1,3125.0,100,b4025:1,complete,3nbu-A_clean.pdb:1,all-experimental,,,,,,,,,
3770,b4026,P0AF45,yjbE,Uncharacterized protein YjbE,REP-E03787,E03787_clean-X_clean.pdb,metaTASSER,7386.0005,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b4026:1,complete,E03787_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3771,b4027,P32687,yjbF,Uncharacterized lipoprotein YjbF,REP-18_211_2in5.1.A_59cae3daafa358bb326f8fc7,b4027_18_211_2in5_clean.pdb,SWISS-MODEL,23754.5463,,,Outer_Membrane,EchoLOCATION experimental,,,,iML1515_v1,,0,b4027:1,complete,b4027_18_211_2in5_clean.pdb:1,all-homology,,,,,,,,,
3772,b4028,P32688,yjbG,Uncharacterized protein YjbG,REP-21_245_3p42.3.A_59cb2b64afa358bbf114148f,b4028_21_245_3p42_clean.pdb,SWISS-MODEL,26280.4963,,,Periplasm,EchoLOCATION predicted,,,,iML1515_v1,,0,b4028:1,complete,b4028_21_245_3p42_clean.pdb:1,all-homology,,,,,,,,,
3773,b4029,P32689,yjbH,Uncharacterized lipoprotein YjbH,REP-YJBH_ECOLI,YJBH_ECOLI_model1_clean-X_clean.pdb,I-TASSER,78489.7655,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4029:1,complete,YJBH_ECOLI_model1_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3774,b4030,P0A7C8,psiE,Protein PsiE,REP-E03792,E03792_clean-X_clean.pdb,metaTASSER,15596.5694,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4030:1,complete,E03792_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3775,b4031,P0AGF4,xylE,D-xylose-proton symporter,REP-4gc0,4gc0-A_clean.pdb,Protein Data Bank,53607.4082,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b4031:1,complete,4gc0-A_clean.pdb:1,all-experimental,,,,,,,,,
3776,b4032,P68183,malG,Maltose transport system permease protein MalG,REP-3rlf,3rlf-G_clean.pdb,Protein Data Bank,32225.0092,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b4032:1,complete,3rlf-G_clean.pdb:1,all-experimental,,,,,,,,,
3777,b4033,P02916,malF,Maltose transport system permease protein MalF,OPM-3rlf,OPM-3rlf.pdb,OPM; Protein Data Bank,57012.6925,9.383166866854067e-10,1.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,1.0,0,b4033:1,complete,3rlf-F_clean.pdb:1,all-experimental,,,"0,0,1",,,OPM,,,1.2929953271148878e-09
3778,b4034,P0AEX9,malE,Maltose-binding periplasmic protein,REP-5h7q,5h7q-A_clean.pdb,Protein Data Bank,43387.0886,7.954053470372294e-06,2059.0,Periplasm,iJL1678,x,,,iML1515_v1,2059.0,0,b4034:1,complete,5h7q-A_clean.pdb:1,all-experimental,,,,,,,,,
3779,b4035,P68187,malK,Maltose/maltodextrin import ATP-binding protein MalK,REP-3rlf,3rlf-A_clean.pdb,Protein Data Bank,40989.968,2.3457917167135165e-08,25.0,Cytosol,iJL1678,x,,,iML1515_v1,25.0,0,b4035:1,complete,3rlf-A_clean.pdb:1,all-experimental,,,,,,,,,
3780,b4036,P02943,lamB,Maltoporin,OPM-1af6,OPM-1af6.pdb,OPM; Protein Data Bank,49911.6431,2.2723841293381663e-07,301.0,Outer_Membrane,iJL1678,x,,,iML1515_v1,301.0,0,b4036:1,complete,1af6-A_clean.pdb:1,all-experimental,,,"0,0,1",,,OPM,,,3.3440617351569767e-07
3781,b4037,P03841,malM,Maltose operon periplasmic protein,REP-E03799,E03799_clean-X_clean.pdb,metaTASSER,31943.1039,1.2902641374960398e-06,334.0,Periplasm,Heinemann 2016,x,,,iML1515_v1,334.0,0,b4037:1,complete,E03799_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3782,b4038,P32690,yjbI,Putative uncharacterized protein YjbI,,,,51707.365,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4038:1,,,,,,,,,,,,
3783,b4039,P26602,ubiC,Chorismate pyruvate-lyase,REP-1tt8,1tt8-A_clean.pdb,Protein Data Bank,18776.686999999998,8.820176854842821e-08,94.0,Cytosol,iJL1678,x,,,iML1515_v1,94.0,0,b4039:1,complete,1tt8-A_clean.pdb:1,all-experimental,,,,,,,,,
3784,b4040,P0AGK1,ubiA,4-hydroxybenzoate octaprenyltransferase,OPM-b4040_15_286_4od5,OPM-b4040_15_286_4od5.pdb,OPM-manual; SWISS-MODEL,32511.3528,1.8766333733708134e-09,2.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,2.0,0,b4040:1,complete,b4040_15_286_4od5_clean.pdb:1,all-homology,,,"0,0,1",,,OPM,,,2.5859906542297755e-09
3785,b4041,P0A7A7,plsB,Glycerol-3-phosphate acyltransferase,REP-PLSB_ECOLI,PLSB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,91380.3649,5.911395126118061e-08,109.0,Cytosol,iJL1678,x,,,iML1515_v1,63.0,46,b4041:1,complete,PLSB_ECOLI_model1_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3786,b4042,P0ABN1,dgkA,Diacylglycerol kinase,OPM-5d6i,OPM-5d6i.pdb,OPM; Protein Data Bank,13244.525,1.688970036033732e-08,18.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,18.0,0,b4042:1,complete,5d6i-A_clean.pdb:1,all-experimental,,,"0,0,1",,,OPM,,,2.327391588806798e-08
3787,b4043,P0A7C2,lexA,LexA repressor,REP-1jhf,1jhf-A_clean.pdb,Protein Data Bank,22357.4459,5.648666453846147e-07,602.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,602.0,0,b4043:1,complete,1jhf-A_clean.pdb:1,all-experimental,,,,,,,,,
3788,b4044,P28303,dinF,DNA damage-inducible protein F,REP-E03805,E03805_clean-X_clean.pdb,metaTASSER,49645.8083,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4044:1,complete,E03805_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3789,b4045,P68206,yjbJ,UPF0337 protein YjbJ,REP-1ryk,1ryk-A_clean.pdb,Protein Data Bank,8325.1515,5.254573445438277e-08,56.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,56.0,0,b4045:1,complete,1ryk-A_clean.pdb:1,all-experimental,,,,,,,,,
3790,b4046,P0AC51,zur,Zinc uptake regulation protein,REP-3_148_4lmy.1.B_59cb9a5814055024522e60ca,b4046_3_148_4lmy_clean.pdb,SWISS-MODEL,19253.9843,8.444850180168658e-08,90.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,90.0,0,b4046:1,complete,b4046_3_148_4lmy_clean.pdb:1,all-homology,,,,,,,,,
3791,b4047,P32693,yjbL,Uncharacterized protein YjbL,REP-E03808,E03808_clean-X_clean.pdb,metaTASSER,9749.2264,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4047:1,complete,E03808_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3792,b4048,P32694,yjbM,Uncharacterized protein YjbM,REP-E03809,E03809_clean-X_clean.pdb,metaTASSER,26672.581000000002,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4048:1,complete,E03809_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3793,b4049,P32695,dusA,tRNA-dihydrouridine(20/20a) synthase,REP-27_341_3b0v.1.B_59f2356c7aaa0d6c436297c2,b4049_27_341_3b0v_clean.pdb,SWISS-MODEL,38467.4906,1.3793255294275475e-07,147.0,Cytosol,iJL1678,x,,,iML1515_v1,147.0,0,b4049:1,complete,b4049_27_341_3b0v_clean.pdb:1,all-homology,,,,,,,,,
3794,b4050,P32696,pspG,Phage shock protein G,REP-E03811,E03811_clean-X_clean.pdb,metaTASSER,9023.3081,,,Cytosol,Arbitrary assignment,,,,iML1515_v1,,0,b4050:1,complete,E03811_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3795,b4051,P28304,qorA,Quinone oxidoreductase 1,REP-1qor,1qor-A_clean.pdb,Protein Data Bank,35171.7286,3.2465757359315063e-07,346.0,Cytosol,Arbitrary assignment,x,,,iML1515_v1,346.0,0,b4051:1,complete,1qor-A_clean.pdb:1,all-experimental,,,,,,,,,
3796,b4052,P0ACB0,dnaB,Replicative DNA helicase,REP-26_462_2vye.1.A_59ca170bc730d42fcef5f589,b4052_26_462_2vye_clean.pdb,SWISS-MODEL,52389.4637,1.6889700360337316e-07,180.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,180.0,0,b4052:1,complete,b4052_26_462_2vye_clean.pdb:1,all-homology,,,,,,,,,
3797,b4053,P0A6B4,alr,"Alanine racemase, biosynthetic",REP-4wr3,4wr3-A_clean.pdb,Protein Data Bank,39152.4927,0.0,22.0,Cytosol,iJL1678,,,,iML1515_v1,0.0,-5,b4053:1,complete,4wr3-A_clean.pdb:1,all-experimental,,,,,,,,,
3798,b4054,P04693,tyrB,Aromatic-amino-acid aminotransferase,REP-1_397_3tat.1.A_59f2ba15afa3585f4af90bb9,b4054_1_397_3tat_clean.pdb,SWISS-MODEL,43537.2948,1.4947384818898526e-06,1999.0,Cytosol,iJL1678,x,,,iML1515_v1,1593.0,406,b4054:1,complete,b4054_1_397_3tat_clean.pdb:1,all-homology,,,,,,,,,
3799,b4055,P0AE22,aphA,Class B acid phosphatase,REP-1z5u,1z5u-A_clean.pdb,Protein Data Bank,26103.2148,1.9315331399641317e-07,50.0,Periplasm,iJL1678,x,,,iML1515_v1,50.0,0,b4055:1,complete,1z5u-A_clean.pdb:1,all-experimental,,,,,,,,,
3800,b4056,P0AF48,yjbQ,UPF0047 protein YjbQ,REP-1_138_2p6c.1.A_59cc1777e6291d43d7b75505,b4056_1_138_2p6c_clean.pdb,SWISS-MODEL,15655.6144,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4056:1,complete,b4056_1_138_2p6c_clean.pdb:1,all-homology,,,,,,,,,
3801,b4057,P0AF50,yjbR,Uncharacterized protein YjbR,REP-2fki,2fki-A_clean.pdb,Protein Data Bank,13519.3124,3.593752910005107e-07,383.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,383.0,0,b4057:1,complete,2fki-A_clean.pdb:1,all-experimental,,,,,,,,,
3802,b4058,P0A698,uvrA,UvrABC system protein A,REP-1_940_3uwx.1.A_59cc5460b4c268e17b760b8a,b4058_1_940_3uwx_clean.pdb,SWISS-MODEL,103866.3078,4.128593421415789e-08,44.0,Cytosol,Heinemann 2016,x,,,iML1515_v1,44.0,0,b4058:1,complete,b4058_1_940_3uwx_clean.pdb:1,all-homology,,,,,,,,,
3803,b4059,P0AGE0,ssb,Single-stranded DNA-binding protein,REP-E03821,E03821_clean-X_clean.pdb,metaTASSER,18974.7773,3.5093044082034204e-06,3740.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,3740.0,0,b4059:1,complete,E03821_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3804,b4060,P32700,yjcB,Uncharacterized protein YjcB,REP-E03822,E03822_clean-X_clean.pdb,metaTASSER,10303.2036,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4060:1,complete,E03822_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3805,b4061,P32701,yjcC,Putative cyclic-di-GMP phosphodiesterase YjcC,REP-E03823,E03823_clean-X_clean.pdb,metaTASSER,60800.5704,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4061:1,complete,E03823_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3806,b4062,P0A9E2,soxS,Regulatory protein SoxS,REP-6_104_1d5y.1.C_59b63711c730d46ebe397f55,b4062_6_104_1d5y_clean.pdb,SWISS-MODEL,12910.6731,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4062:1,complete,b4062_6_104_1d5y_clean.pdb:1,all-homology,,,,,,,,,
3807,b4063,P0ACS2,soxR,Redox-sensitive transcriptional activator SoxR,REP-E03825,E03825_clean-X_clean.pdb,metaTASSER,17149.5189,1.0321483553539472e-08,11.0,Cytosol,EchoLOCATION predicted,x,,,iML1515_v1,11.0,0,b4063:1,complete,E03825_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3808,b4064,P0AF52,ghxP,Guanine/hypoxanthine permease GhxP,YJCD_ECOLI,YJCD_ECOLI_model1.pdb,I-TASSER,45710.9367,6.755880144134928e-08,72.0,Inner_Membrane,Heinemann 2016,x,,,iML1515_v1,72.0,0,b4064:1,complete,E03826_clean-X_clean.pdb:1,all-homology,,,"-0.015331135259531765,-0.049559542294046174,0.99865349749513155",,,GEMbrane,"X_327,X_335,X_85,X_79,X_378,X_25,X_129,X_387,X_137","X_56,X_223,X_163,X_99,X_161,X_257,X_164,X_221,X_242,X_239",9.309566355227192e-08
3809,b4065,P32703,yjcE,Uncharacterized Na(+)/H(+) exchanger YjcE,REP-E03827,E03827_clean-X_clean.pdb,metaTASSER,60522.0415,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4065:1,complete,E03827_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3810,b4066,P32704,yjcF,Uncharacterized protein YjcF,REP-E03828,E03828_clean-X_clean.pdb,metaTASSER,49377.809,,,Cytosol,EchoLOCATION predicted,,,,iML1515_v1,,0,b4066:1,complete,E03828_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3811,b4067,P32705,actP,Cation/acetate symporter ActP,ACTP_ECOLI,ACTP_ECOLI_model1.pdb,I-TASSER,59196.4039,9.383166866854067e-10,1.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,1.0,0,b4067:1,complete,E03829_clean-X_clean.pdb:1,all-homology,,,"-0.0011448986875619385,0.050886920217830027,0.99870376516649795",,,GEMbrane,"X_301,X_446,X_147,X_79,X_60,X_514,X_114,X_383,X_62,X_460,X_380,X_196,X_406,X_546","X_46,X_253,X_99,X_248,X_494,X_423,X_236,X_233,X_318,X_477",1.2929953271148878e-09
3812,b4068,P0AF54,yjcH,Inner membrane protein YjcH,REP-E03830,E03830_clean-X_clean.pdb,metaTASSER,11671.4667,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4068:1,complete,E03830_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3813,b4069,P27550,acs,Acetyl-coenzyme A synthetase,REP-5jrh,5jrh-A_clean.pdb,Protein Data Bank,72092.7077,2.2144273805775596e-07,236.0,Cytosol,iJL1678,x,,,iML1515_v1,236.0,0,b4069:1,complete,5jrh-A_clean.pdb:1,all-experimental,,,,,,,,,
3814,b4070,P0ABK9,nrfA,Cytochrome c-552,REP-2rdz,2rdz-A_clean.pdb,Protein Data Bank,53702.3342,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b4070:1,complete,2rdz-A_clean.pdb:1,all-experimental,,,,,,,,,
3815,b4071,P0ABL1,nrfB,Cytochrome c-type protein NrfB,REP-44_185_2p0b.1.A_59cb63e7c730d49191415320,b4071_44_185_2p0b_clean.pdb,SWISS-MODEL,20714.2866,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b4071:1,complete,b4071_44_185_2p0b_clean.pdb:1,all-homology,,,,,,,,,
3816,b4072,P0AAK7,nrfC,Protein NrfC,REP-36_212_2vpz.1.B_59caace3140550897951aa7a,b4072_36_212_2vpz_clean.pdb,SWISS-MODEL,24567.2191,,,Periplasm,iJL1678,,,,iML1515_v1,,0,b4072:1,complete,b4072_36_212_2vpz_clean.pdb:1,all-homology,,,,,,,,,
3817,b4073,P32709,nrfD,Protein NrfD,REP-E03835,E03835_clean-X_clean.pdb,metaTASSER,35041.7937,,,Inner_Membrane,iJL1678,,,,iML1515_v1,,0,b4073:1,complete,E03835_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3818,b4074,P32710,nrfE,Probable cytochrome c-type biogenesis protein NrfE,REP-E03836,E03836_clean-X_clean.pdb,metaTASSER,61293.883,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4074:1,complete,E03836_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3819,b4075,P32711,nrfF,Formate-dependent nitrite reductase complex subunit NrfF,REP-E03837,E03837_clean-X_clean.pdb,metaTASSER,14522.9106,,,Inner_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4075:1,complete,E03837_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3820,b4076,P32712,nrfG,Formate-dependent nitrite reductase complex subunit NrfG,REP-E03838,E03838_clean-X_clean.pdb,metaTASSER,22784.0101,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4076:1,complete,E03838_clean-X_clean.pdb:1,all-homology,,,,,,,,,
3821,b4077,P21345,gltP,Proton/glutamate-aspartate symporter,GLTP_ECOLI,GLTP_ECOLI_model1.pdb,I-TASSER,47158.5953,4.691583433427032e-09,5.0,Inner_Membrane,iJL1678,x,,,iML1515_v1,5.0,0,b4077:1,complete,b4077_3_419_4ky0_clean.pdb:1,all-homology,,,"0.011389411568743273,0.004911284284663058,0.99992307733684849",,,GEMbrane,"X_394,X_73,X_396,X_71,X_69,X_85,X_174,X_397,X_278,X_310,X_176,X_188,X_4,X_177,X_185","X_219,X_337,X_335,X_40,X_328,X_142,X_36,X_224,X_109",6.464976635574439e-09
3822,b4078,P0AF56,yjcO,Sel1-repeat-containing protein YjcO,REP-21_228_3rjv.1.A_59ca86193d4e1de5cfa95b38,b4078_21_228_3rjv_clean.pdb,SWISS-MODEL,25078.9045,3.863066279928263e-08,10.0,Periplasm,EchoLOCATION predicted,x,,,iML1515_v1,10.0,0,b4078:1,complete,b4078_21_228_3rjv_clean.pdb:1,all-homology,,,,,,,,,
3823,b4079,P07658,fdhF,Formate dehydrogenase H,REP-2iv2,2iv2-X_clean.pdb,Protein Data Bank,,,,Cytosol,iJL1678,,,,iML1515_v1,,0,b4079:1,complete,2iv2-X_clean.pdb:1,all-experimental,,,,,,,,,
3824,b4080,P32714,mdtP,Multidrug resistance outer membrane protein MdtP,REP-24_478_3pik.1.A_59ca2f26b4c26885133ba375,b4080_24_478_3pik_clean.pdb,SWISS-MODEL,53452.5197,,,Outer_Membrane,EchoLOCATION predicted,,,,iML1515_v1,,0,b4080:1,complete,b4080_24_478_3pik_clean.pdb:1,all-homology,,,,,,,,,
